post_id,title,url,recipe_code,code_source,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,dcv5_get_recipe_profile_exists,dcv5_profile_found,dcv5_profile_title,dcv5_profile_code,real_frontend_dcv5,visible_text_bytes,likely_gate_reason
2645,"Viganjska kobasica od divlje svinje s tavom",https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,MD-VIGANJSKA_KOBASICA_OD_DIVLJE_SVINJE_S_TAVOM,_dry_recipe_id=MD-VIGANJSKA_KOBASICA_OD_DIVLJE_SVINJE_S_TAVOM,3953,3953,0,1018,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2664,"BABIC (Tradicionalna babić kobasica)",https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,MD-BABIC_TRADICIONALNA_BABIC_KOBASICA,_dry_recipe_id=MD-BABIC_TRADICIONALNA_BABIC_KOBASICA,4432,4432,0,2545,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2665,"MUȘCHI ȚIGĂNESC (Ciganski vrat)",https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,MD-MU_CHI_IG_NESC_CIGANSKI_VRAT,_dry_recipe_id=MD-MU_CHI_IG_NESC_CIGANSKI_VRAT,3869,3869,0,2434,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2666,"CÂRNAȚI DE BURDUF (Sirnate kobasice)",https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,MD-CARNA_I_DE_BURDUF_SIRNATE_KOBASICE,_dry_recipe_id=MD-CARNA_I_DE_BURDUF_SIRNATE_KOBASICE,4285,4285,0,2289,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2667,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA,_dry_recipe_id=MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA,3829,3829,0,2518,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2668,"CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice)",https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,MD-CARNA_I_DE_PLE_COI_PLESCOJSKE_KOBASICE,_dry_recipe_id=MD-CARNA_I_DE_PLE_COI_PLESCOJSKE_KOBASICE,4270,4270,0,2387,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2670,"GHIUDEM (Suha kobasica od ovčetine)",https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,MD-GHIUDEM_SUHA_KOBASICA_OD_OVCETINE,_dry_recipe_id=MD-GHIUDEM_SUHA_KOBASICA_OD_OVCETINE,4177,4177,0,2387,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2682,"HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA)",https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,MD-HIGHLAND_VENISON_HAM_DIMLJENA_SUNKA_OD_JELENA,_dry_recipe_id=MD-HIGHLAND_VENISON_HAM_DIMLJENA_SUNKA_OD_JELENA,3736,3736,0,1671,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2683,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO,_dry_recipe_id=MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO,3964,3964,0,1887,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2684,"ŠKOTSKI HAGGIS",https://drycured.com/recepti-baza/skotski-haggis/,MD-SKOTSKI_HAGGIS,_dry_recipe_id=MD-SKOTSKI_HAGGIS,3665,3665,0,1341,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2687,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT,_dry_recipe_id=MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT,3761,3761,0,1286,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2688,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC,_dry_recipe_id=MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC,3760,3760,0,2200,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2689,"KopačkiRib Začinska Štruca",https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,MD-KOPACKIRIB_ZACINSKA_STRUCA,_dry_recipe_id=MD-KOPACKIRIB_ZACINSKA_STRUCA,3544,3544,0,1185,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2691,"Valpovačka Zimska Devenica",https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,MD-VALPOVACKA_ZIMSKA_DEVENICA,_dry_recipe_id=MD-VALPOVACKA_ZIMSKA_DEVENICA,3487,3487,0,1079,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2692,"Požeška Začinska Štruca",https://drycured.com/recepti-baza/pozeska-zacinska-struca/,MD-POZESKA_ZACINSKA_STRUCA,_dry_recipe_id=MD-POZESKA_ZACINSKA_STRUCA,3486,3486,0,1114,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2693,"Osječki Začinski Špek",https://drycured.com/recepti-baza/osjecki-zacinski-spek/,MD-OSJECKI_ZACINSKI_SPEK,_dry_recipe_id=MD-OSJECKI_ZACINSKI_SPEK,3442,3442,0,973,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2694,"Požeški Pikantni Vrat",https://drycured.com/recepti-baza/pozeski-pikantni-vrat/,MD-POZESKI_PIKANTNI_VRAT,_dry_recipe_id=MD-POZESKI_PIKANTNI_VRAT,3573,3573,0,977,YES,YES,"Požeški Pikantni Vrat",MD-POZESKI_PIKANTNI_VRAT,YES,9750,OK_REAL_DCV5
2695,"Slavonsko-Brodski Ljuti Čvarci",https://drycured.com/recepti-baza/slavonsko-brodski-ljuti-cvarci/,MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI,_dry_recipe_id=MD-SLAVONSKO_BRODSKI_LJUTI_CVARCI,3568,3568,0,935,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2696,"Nasički Fermentirani Vrat",https://drycured.com/recepti-baza/nasicki-fermentirani-vrat/,MD-NASICKI_FERMENTIRANI_VRAT,_dry_recipe_id=MD-NASICKI_FERMENTIRANI_VRAT,3552,3552,0,929,YES,YES,"Nasički Fermentirani Vrat",MD-NASICKI_FERMENTIRANI_VRAT,YES,9653,OK_REAL_DCV5
2697,"Baranjska Ljuta Slavonska Kobasica",https://drycured.com/recepti-baza/baranjska-ljuta-slavonska-kobasica/,MD-BARANJSKA_LJUTA_SLAVONSKA_KOBASICA,_dry_recipe_id=MD-BARANJSKA_LJUTA_SLAVONSKA_KOBASICA,3937,3937,0,1133,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2698,"Slavonska Domaća Suhomesnata Salama",https://drycured.com/recepti-baza/slavonska-domaca-suhomesnata-salama/,MD-SLAVONSKA_DOMACA_SUHOMESNATA_SALAMA,_dry_recipe_id=MD-SLAVONSKA_DOMACA_SUHOMESNATA_SALAMA,3972,3972,0,1046,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2699,"Baranjska Fermenetirana Kobasica",https://drycured.com/recepti-baza/baranjska-fermenetirana-kobasica/,MD-BARANJSKA_FERMENETIRANA_KOBASICA,_dry_recipe_id=MD-BARANJSKA_FERMENETIRANA_KOBASICA,3849,3849,0,1099,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2701,"Vukovarska Tradicionalna Kobasica",https://drycured.com/recepti-baza/vukovarska-tradicionalna-kobasica/,MD-VUKOVARSKA_TRADICIONALNA_KOBASICA,_dry_recipe_id=MD-VUKOVARSKA_TRADICIONALNA_KOBASICA,3823,3823,0,1024,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2702,"Baranjski Začinski Špek s Pustara Začinima",https://drycured.com/recepti-baza/baranjski-zacinski-spek-s-pustara-zacinima/,MD-BARANJSKI_ZACINSKI_SPEK_S_PUSTARA_ZACINIMA,_dry_recipe_id=MD-BARANJSKI_ZACINSKI_SPEK_S_PUSTARA_ZACINIMA,3409,3409,0,1167,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2703,"Erdutski Fermentirani Vrat s Podunavskim Začinima",https://drycured.com/recepti-baza/erdutski-fermentirani-vrat-s-podunavskim-zacinima/,MD-ERDUTSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,_dry_recipe_id=MD-ERDUTSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,3705,3705,0,1150,YES,YES,"Erdutski Fermentirani Vrat s Podunavskim Začinima",MD-ERDUTSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,YES,9938,OK_REAL_DCV5
2704,"Osječko-Baranjski Ljuti Špek s Divljim Travama",https://drycured.com/recepti-baza/osjecko-baranjski-ljuti-spek-s-divljim-travama/,MD-OSJECKO_BARANJSKI_LJUTI_SPEK_S_DIVLJIM_TRAVAMA,_dry_recipe_id=MD-OSJECKO_BARANJSKI_LJUTI_SPEK_S_DIVLJIM_TRAVAMA,3343,3343,0,1139,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2705,"Vukovarski Fermentirani Vrat s Podunavskim Začinima",https://drycured.com/recepti-baza/vukovarski-fermentirani-vrat-s-podunavskim-zacinima/,MD-VUKOVARSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,_dry_recipe_id=MD-VUKOVARSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,3678,3678,0,1155,YES,YES,"Vukovarski Fermentirani Vrat s Podunavskim Začinima",MD-VUKOVARSKI_FERMENTIRANI_VRAT_S_PODUNAVSKIM_ZACINIMA,YES,9944,OK_REAL_DCV5
2707,"Klobása (slovačka kobasica)",https://drycured.com/recepti-baza/klobasa-slovacka-kobasica/,MD-KLOBASA_SLOVACKA_KOBASICA,_dry_recipe_id=MD-KLOBASA_SLOVACKA_KOBASICA,4343,4343,0,2428,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2708,"Údené mäso (dimljeno meso)",https://drycured.com/recepti-baza/udene-maso-dimljeno-meso/,MD-UDENE_MASO_DIMLJENO_MESO,_dry_recipe_id=MD-UDENE_MASO_DIMLJENO_MESO,3834,3834,0,2289,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2712,"Koroška tunka",https://drycured.com/recepti-baza/koroska-tunka/,MD-KOROSKA_TUNKA,_dry_recipe_id=MD-KOROSKA_TUNKA,4221,4221,0,2388,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2713,"Zasavska klobasa (Zasavska kobasica)",https://drycured.com/recepti-baza/zasavska-klobasa-zasavska-kobasica/,MD-ZASAVSKA_KLOBASA_ZASAVSKA_KOBASICA,_dry_recipe_id=MD-ZASAVSKA_KLOBASA_ZASAVSKA_KOBASICA,4243,4243,0,2552,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2714,"Prleška tünka",https://drycured.com/recepti-baza/prleska-tunka/,MD-PRLESKA_TUNKA,_dry_recipe_id=MD-PRLESKA_TUNKA,3894,3894,0,2503,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2715,"Idrijsko kosilo",https://drycured.com/recepti-baza/idrijsko-kosilo/,MD-IDRIJSKO_KOSILO,_dry_recipe_id=MD-IDRIJSKO_KOSILO,3795,3795,0,2576,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2717,"Savinjski želodec (Savinjski želudac)",https://drycured.com/recepti-baza/savinjski-zelodec-savinjski-zeludac/,MD-SAVINJSKI_ZELODEC_SAVINJSKI_ZELUDAC,_dry_recipe_id=MD-SAVINJSKI_ZELODEC_SAVINJSKI_ZELUDAC,3567,3567,0,2345,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2718,"Prekmurska šunka",https://drycured.com/recepti-baza/prekmurska-sunka/,MD-PREKMURSKA_SUNKA,_dry_recipe_id=MD-PREKMURSKA_SUNKA,3311,3311,0,2288,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2722,"Crnogorska Pršuta (Njeguška pršuta)",https://drycured.com/recepti-baza/crnogorska-prsuta-njeguska-prsuta/,MD-CRNOGORSKA_PRSUTA_NJEGUSKA_PRSUTA,_dry_recipe_id=MD-CRNOGORSKA_PRSUTA_NJEGUSKA_PRSUTA,3330,3330,0,910,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2723,"Crnogorska Kastradina",https://drycured.com/recepti-baza/crnogorska-kastradina/,MD-CRNOGORSKA_KASTRADINA,_dry_recipe_id=MD-CRNOGORSKA_KASTRADINA,3459,3459,0,987,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2724,"PRINSKORV (ŠVEDSKE TANKE DIMLJENE KOBASICE)",https://drycured.com/recepti-baza/prinskorv-svedske-tanke-dimljene-kobasice/,MD-PRINSKORV_SVEDSKE_TANKE_DIMLJENE_KOBASICE,_dry_recipe_id=MD-PRINSKORV_SVEDSKE_TANKE_DIMLJENE_KOBASICE,4124,4124,0,1453,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2725,"FLÄSKLÄGG (DIMLJENA SVINJSKA KOLJENICA)",https://drycured.com/recepti-baza/flasklagg-dimljena-svinjska-koljenica/,MD-FLASKLAGG_DIMLJENA_SVINJSKA_KOLJENICA,_dry_recipe_id=MD-FLASKLAGG_DIMLJENA_SVINJSKA_KOLJENICA,3704,3704,0,1358,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2726,"ÖLÄNDSK GETKORV (ÖLANDSKA KOZJA KOBASICA)",https://drycured.com/recepti-baza/olandsk-getkorv-olandska-kozja-kobasica/,MD-OLANDSK_GETKORV_OLANDSKA_KOZJA_KOBASICA,_dry_recipe_id=MD-OLANDSK_GETKORV_OLANDSKA_KOZJA_KOBASICA,4059,4059,0,1376,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2727,"KRONOBERGSKORV (KRONOBERGŠKA KOBASICA)",https://drycured.com/recepti-baza/kronobergskorv-kronobergska-kobasica/,MD-KRONOBERGSKORV_KRONOBERGSKA_KOBASICA,_dry_recipe_id=MD-KRONOBERGSKORV_KRONOBERGSKA_KOBASICA,4158,4158,0,1657,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2728,"VÄRMLANDSKORV (VÄRMLANDSKA DIMLJENA KOBASICA)",https://drycured.com/recepti-baza/varmlandskorv-varmlandska-dimljena-kobasica/,MD-VARMLANDSKORV_VARMLANDSKA_DIMLJENA_KOBASICA,_dry_recipe_id=MD-VARMLANDSKORV_VARMLANDSKA_DIMLJENA_KOBASICA,4166,4166,0,1460,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2729,"FALUKORV (TRADICIONALNA ŠVEDSKA KOBASICA)",https://drycured.com/recepti-baza/falukorv-tradicionalna-svedska-kobasica/,MD-FALUKORV_TRADICIONALNA_SVEDSKA_KOBASICA,_dry_recipe_id=MD-FALUKORV_TRADICIONALNA_SVEDSKA_KOBASICA,3977,3977,0,1327,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2730,"GRAVAD LAX (ŠVEDSKI GRAVLJENI LOSOS)",https://drycured.com/recepti-baza/gravad-lax-svedski-gravljeni-losos/,MD-GRAVAD_LAX_SVEDSKI_GRAVLJENI_LOSOS,_dry_recipe_id=MD-GRAVAD_LAX_SVEDSKI_GRAVLJENI_LOSOS,3579,3579,0,1123,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2732,"ISTERBAND (ŠVEDSKA FERMENTIRANA KOBASICA)",https://drycured.com/recepti-baza/isterband-svedska-fermentirana-kobasica/,MD-ISTERBAND_SVEDSKA_FERMENTIRANA_KOBASICA,_dry_recipe_id=MD-ISTERBAND_SVEDSKA_FERMENTIRANA_KOBASICA,4166,4166,0,1725,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2733,"SPICKESKINKA (ŠVEDSKA SUHA ŠUNKA)",https://drycured.com/recepti-baza/spickeskinka-svedska-suha-sunka/,MD-SPICKESKINKA_SVEDSKA_SUHA_SUNKA,_dry_recipe_id=MD-SPICKESKINKA_SVEDSKA_SUHA_SUNKA,3418,3418,0,1129,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2736,"GLARNER KALBERWURST (TELEĆA KOBASICA IZ GLARUSA)",https://drycured.com/recepti-baza/glarner-kalberwurst-teleca-kobasica-iz-glarusa/,MD-GLARNER_KALBERWURST_TELECA_KOBASICA_IZ_GLARUSA,_dry_recipe_id=MD-GLARNER_KALBERWURST_TELECA_KOBASICA_IZ_GLARUSA,4359,4359,0,1570,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2737,"CHURER SALSIZ (DIVLJAČKA KOBASICA IZ CHURA)",https://drycured.com/recepti-baza/churer-salsiz-divljacka-kobasica-iz-chura/,MD-CHURER_SALSIZ_DIVLJACKA_KOBASICA_IZ_CHURA,_dry_recipe_id=MD-CHURER_SALSIZ_DIVLJACKA_KOBASICA_IZ_CHURA,4550,4550,0,1589,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2741,"AARGAUER RÜEBLIWURST (MESNATA KOBASICA S MRKVOM)",https://drycured.com/recepti-baza/aargauer-ruebliwurst-mesnata-kobasica-s-mrkvom/,MD-AARGAUER_RUEBLIWURST_MESNATA_KOBASICA_S_MRKVOM,_dry_recipe_id=MD-AARGAUER_RUEBLIWURST_MESNATA_KOBASICA_S_MRKVOM,4277,4277,0,1564,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2744,"WALLISER TROCKENFLEISCH (SUŠENA GOVEDINA IZ VALAISA)",https://drycured.com/recepti-baza/walliser-trockenfleisch-susena-govedina-iz-valaisa/,MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,_dry_recipe_id=MD-WALLISER_TROCKENFLEISCH_SUSENA_GOVEDINA_IZ_VALAISA,3449,3449,0,1148,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2745,"SALSIZ (ALPSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/salsiz-alpska-suha-kobasica/,MD-SALSIZ_ALPSKA_SUHA_KOBASICA,_dry_recipe_id=MD-SALSIZ_ALPSKA_SUHA_KOBASICA,4379,4379,0,1492,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2746,"CULATELLO DI ZIBELLO",https://drycured.com/recepti-baza/culatello-di-zibello/,MD-CULATELLO_DI_ZIBELLO,_dry_recipe_id=MD-CULATELLO_DI_ZIBELLO,3706,3706,0,1011,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2747,"LONZINO (LOMBO)",https://drycured.com/recepti-baza/lonzino-lombo/,MD-LONZINO_LOMBO,_dry_recipe_id=MD-LONZINO_LOMBO,3582,3582,0,1217,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2774,"Jambon Persillé (Šunka u želeu s peršinom)",https://drycured.com/recepti-baza/jambon-persille-sunka-u-zeleu-s-persinom/,MD-JAMBON_PERSILLE_SUNKA_U_ZELEU_S_PERSINOM,_dry_recipe_id=MD-JAMBON_PERSILLE_SUNKA_U_ZELEU_S_PERSINOM,3638,3638,0,3641,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2778,"Čvarci s Papuka - Planinski recept",https://drycured.com/recepti-baza/cvarci-s-papuka-planinski-recept/,MD-CVARCI_S_PAPUKA_PLANINSKI_RECEPT,_dry_recipe_id=MD-CVARCI_S_PAPUKA_PLANINSKI_RECEPT,3621,3621,0,942,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2779,"Slavonski cviček (suhomesnati narez)",https://drycured.com/recepti-baza/slavonski-cvicek-suhomesnati-narez/,MD-SLAVONSKI_CVICEK_SUHOMESNATI_NAREZ,_dry_recipe_id=MD-SLAVONSKI_CVICEK_SUHOMESNATI_NAREZ,3420,3420,0,968,YES,NO,,,NO,1833,NO_DCV5_PROFILE
2780,"Slavonski pikantni vrat",https://drycured.com/recepti-baza/slavonski-pikantni-vrat/,MD-SLAVONSKI_PIKANTNI_VRAT,_dry_recipe_id=MD-SLAVONSKI_PIKANTNI_VRAT,3556,3556,0,932,YES,YES,"Slavonski pikantni vrat",MD-SLAVONSKI_PIKANTNI_VRAT,YES,9650,OK_REAL_DCV5
2781,"Esencijalni slavonski sušeni vrat s divljim začinima",https://drycured.com/recepti-baza/esencijalni-slavonski-suseni-vrat-s-divljim-zacinima/,MD-ESENCIJALNI_SLAVONSKI_SUSENI_VRAT_S_DIVLJIM_ZACINIMA,_dry_recipe_id=MD-ESENCIJALNI_SLAVONSKI_SUSENI_VRAT_S_DIVLJIM_ZACINIMA,3440,3440,0,977,YES,YES,"Esencijalni slavonski sušeni vrat s divljim začinima",MD-ESENCIJALNI_SLAVONSKI_SUSENI_VRAT_S_DIVLJIM_ZACINIMA,YES,9654,OK_REAL_DCV5
2972,"Slavonski kulen (PDO EU)",https://drycured.com/recepti-baza/hr-sl-001-slavonski-kulen-pdo-eu/,HR-SL-001,_dry_recipe_id=HR-SL-001,6032,6032,6315,0,YES,YES,"Slavonski kulen (PDO EU)",HR-SL-001,YES,12478,OK_REAL_DCV5
2973,"Kulenova seka",https://drycured.com/recepti-baza/hr-sl-002-kulenova-seka/,HR-SL-002,_dry_recipe_id=HR-SL-002,5471,5471,5764,0,YES,YES,"Kulenova seka",HR-SL-002,YES,9178,OK_REAL_DCV5
2974,"Baranjski kulen (ZOZP EU)",https://drycured.com/recepti-baza/hr-sl-003-baranjski-kulen-zozp-eu/,HR-SL-003,_dry_recipe_id=HR-SL-003,5743,5743,6024,0,YES,YES,"Baranjski kulen (ZOZP EU)",HR-SL-003,YES,9659,OK_REAL_DCV5
2975,"Đakovački kulen",https://drycured.com/recepti-baza/hr-sl-004-dakovacki-kulen/,HR-SL-004,_dry_recipe_id=HR-SL-004,5598,5598,5887,0,YES,YES,"Đakovački kulen",HR-SL-004,YES,9551,OK_REAL_DCV5
2976,"Slavonska domaća kobasica",https://drycured.com/recepti-baza/hr-sl-005-slavonska-domaca-kobasica/,HR-SL-005,_dry_recipe_id=HR-SL-005,5856,5856,6136,0,YES,YES,"Slavonska domaća kobasica",HR-SL-005,YES,9621,OK_REAL_DCV5
2977,"Srijemska kobasica (OGP)",https://drycured.com/recepti-baza/hr-sl-006-srijemska-kobasica-ogp/,HR-SL-006,_dry_recipe_id=HR-SL-006,5798,5798,6080,0,YES,YES,"Srijemska kobasica (OGP)",HR-SL-006,YES,9641,OK_REAL_DCV5
2979,"Baranjska kobasica",https://drycured.com/recepti-baza/hr-sl-008-baranjska-kobasica/,HR-SL-008,_dry_recipe_id=HR-SL-008,5720,5720,6008,0,YES,YES,"Baranjska kobasica",HR-SL-008,YES,9648,OK_REAL_DCV5
2981,"Slavonska kobasica (ZOI EU 2023)",https://drycured.com/recepti-baza/hr-sl-010-slavonska-kobasica-zoi-eu-2023/,HR-SL-010,_dry_recipe_id=HR-SL-010,5771,5771,6045,0,YES,YES,"Slavonska kobasica (ZOI EU 2023)",HR-SL-010,YES,9603,OK_REAL_DCV5
2996,"Brodska kobasica (Slavonski Brod)",https://drycured.com/recepti-baza/hr-sl-030-brodska-kobasica-slavonski-brod/,HR-SL-030,_dry_recipe_id=HR-SL-030,5677,5677,5950,0,YES,YES,"Brodska kobasica (Slavonski Brod)",HR-SL-030,YES,9632,OK_REAL_DCV5
2997,"Osječka kobasica",https://drycured.com/recepti-baza/hr-sl-031-osjecka-kobasica/,HR-SL-031,_dry_recipe_id=HR-SL-031,5816,5816,6105,0,YES,YES,"Osječka kobasica",HR-SL-031,YES,9599,OK_REAL_DCV5
3000,"Slavonska domaća salama",https://drycured.com/recepti-baza/hr-sl-034-slavonska-domaca-salama/,HR-SL-034,_dry_recipe_id=HR-SL-034,5611,5611,5893,0,YES,YES,"Slavonska domaća salama",HR-SL-034,YES,9719,OK_REAL_DCV5
3001,"Slavonska čvarkovača (kobasica od čvaraka)",https://drycured.com/recepti-baza/hr-sl-036-slavonska-cvarkovaca-kobasica-od-cvaraka/,HR-SL-036,_dry_recipe_id=HR-SL-036,5682,5682,5943,0,YES,YES,"Slavonska čvarkovača (kobasica od čvaraka)",HR-SL-036,YES,9119,OK_REAL_DCV5
3002,"Vinkovačka kobasica",https://drycured.com/recepti-baza/hr-sl-037-vinkovacka-kobasica/,HR-SL-037,_dry_recipe_id=HR-SL-037,5688,5688,5974,0,YES,YES,"Vinkovačka kobasica",HR-SL-037,YES,9706,OK_REAL_DCV5
3003,"Slavonska lovačka kobasica (divljač + svinjetina)",https://drycured.com/recepti-baza/hr-sl-038-slavonska-lovacka-kobasica-divljac-svinjetina/,HR-SL-038,_dry_recipe_id=HR-SL-038,6095,6095,6350,0,YES,YES,"Slavonska lovačka kobasica (divljač + svinjetina)",HR-SL-038,YES,9882,OK_REAL_DCV5
3024,"Irska dimljena kobasica (Smoked Sausage)",https://drycured.com/recepti-baza/irska-dimljena-kobasica-smoked-sausage/,MD-IRSKA_DIMLJENA_KOBASICA_SMOKED_SAUSAGE,_dry_recipe_id=MD-IRSKA_DIMLJENA_KOBASICA_SMOKED_SAUSAGE,4119,4119,6212,0,YES,NO,,,NO,1833,NO_DCV5_PROFILE
3025,"Pršuta e Kosovës (Kosovska pršuta)",https://drycured.com/recepti-baza/prsuta-e-kosoves-kosovska-prsuta-2/,MD-PRSUTA_E_KOSOVES_KOSOVSKA_PRSUTA,_dry_recipe_id=MD-PRSUTA_E_KOSOVES_KOSOVSKA_PRSUTA,3433,3433,6132,0,YES,NO,,,NO,1833,NO_DCV5_PROFILE
3026,"Scharfe Edelrohwurst s povrćem na žaru",https://drycured.com/recepti-baza/scharfe-edelrohwurst-s-povrcem-na-zaru/,MD-SCHARFE_EDELROHWURST_S_POVRCEM_NA_ZARU,_dry_recipe_id=MD-SCHARFE_EDELROHWURST_S_POVRCEM_NA_ZARU,4360,4360,5534,0,YES,NO,,,NO,1833,NO_DCV5_PROFILE
3027,"ENGADINER HATECLETT (SUŠENI KOZJI BUT)",https://drycured.com/recepti-baza/engadiner-hateclett-suseni-kozji-but-2/,MD-ENGADINER_HATECLETT_SUSENI_KOZJI_BUT,_dry_recipe_id=MD-ENGADINER_HATECLETT_SUSENI_KOZJI_BUT,3612,3612,6134,0,YES,YES,"ENGADINER HATECLETT (SUŠENI KOZJI BUT)",MD-ENGADINER_HATECLETT_SUSENI_KOZJI_BUT,YES,10210,OK_REAL_DCV5
3028,"ZUGER HIRSCHTROCKENWURST (KOBASICA OD JELENA IZ ZUGA)",https://drycured.com/recepti-baza/zuger-hirschtrockenwurst-kobasica-od-jelena-iz-zuga-2/,MD-ZUGER_HIRSCHTROCKENWURST_KOBASICA_OD_JELENA_IZ_ZUGA,_dry_recipe_id=MD-ZUGER_HIRSCHTROCKENWURST_KOBASICA_OD_JELENA_IZ_ZUGA,4442,4442,6164,0,YES,NO,,,NO,1833,NO_DCV5_PROFILE
3029,"Tiroler Speck – tirolski sušeni dimljeni svinjski but",https://drycured.com/recepti-baza/tiroler-speck-tirolska-slanina-2/,MD-TIROLER_SPECK_TIROLSKA_SLANINA,_dry_recipe_id=MD-TIROLER_SPECK_TIROLSKA_SLANINA,3385,3385,6666,0,YES,NO,,,NO,1833,NO_DCV5_PROFILE
