ID,post_title,post_name,post_status,post_type,permalink,modified_gmt,is_preview_clone,preview_source_post_id,recipe_id,has_full_markdown,has_sections,has_verified_process,has_image_url,full_markdown_len,sections_len,verified_process_len,image_url_len
2602,"Đakovački Specijalni Fermentirani Vrat",dakovacki-specijalni-fermentirani-vrat,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2602,"2026-05-30 08:21:37",no,,HRV-AKOVACKI-SPECIJALNI-FERMENTIRA,no,no,no,no,0,0,0,0
2603,"Vinkovački Aromatični Začinski Špek",vinkovacki-aromaticni-zacinski-spek,publish,dry_recipe,https://drycured.com/recepti-baza/vinkovacki-aromaticni-zacinski-spek/,"2026-06-04 07:53:29",no,,MD-VINKOVACKI_AROMATICNI_ZACINSKI_SPEK,yes,no,no,no,3492,0,0,0
2604,"Osiječki Ljuti Začinski Vrat s Divljim Travkama",osijecki-ljuti-zacinski-vrat-s-divljim-travkama,publish,dry_recipe,https://drycured.com/recepti-baza/osijecki-ljuti-zacinski-vrat-s-divljim-travkama/,"2026-06-04 07:53:29",no,,MD-OSIJECKI_LJUTI_ZACINSKI_VRAT_S_DIVLJIM_TRAVKAMA,yes,no,no,no,3645,0,0,0
2605,"Podunavski Specijalni Fermentirani Špek",podunavski-specijalni-fermentirani-spek,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2605,"2026-06-04 07:34:54",no,,MD-PODUNAVSKI_SPECIJALNI_FERMENTIRANI_SPEK,yes,no,no,no,3621,0,0,0
2606,"Požeški Aromatični Sušeni Vrat s Divljim Travkama",pozeski-aromaticni-suseni-vrat-s-divljim-travkama,publish,dry_recipe,https://drycured.com/recepti-baza/pozeski-aromaticni-suseni-vrat-s-divljim-travkama/,"2026-06-04 07:53:29",no,,MD-POZESKI_AROMATICNI_SUSENI_VRAT_S_DIVLJIM_TRAVKAMA,yes,no,no,no,3642,0,0,0
2607,"Çiğ Köfte (Fermentirana mesna smjesa za sirovo konzumiranje)",cig-kofte-fermentirana-mesna-smjesa-za-sirovo-konzumiranje,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2607,"2026-06-04 07:34:54",no,,MD-CI_KOFTE_FERMENTIRANA_MESNA_SMJESA_ZA_SIROVO_KONZUMIRANJE,yes,no,no,no,3577,0,0,0
2608,"Kuru Et (Suho meso sa smrekom)",kuru-et-suho-meso-sa-smrekom,publish,dry_recipe,https://drycured.com/recepti-baza/kuru-et-suho-meso-sa-smrekom/,"2026-06-04 07:53:29",no,,MD-KURU_ET_SUHO_MESO_SA_SMREKOM,yes,no,no,no,3459,0,0,0
2609,"Kuşbaşı Jerky (Turski goveđi jerky)",kusbasi-jerky-turski-govedi-jerky,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2609,"2026-05-30 08:21:38",no,,TUR-KUSBAS-JERKY-TURSKI-GOVEI,no,no,no,no,0,0,0,0
2610,"Tulum Peyniri Dolgulu Et (Meso punjeno sirom)",tulum-peyniri-dolgulu-et-meso-punjeno-sirom,publish,dry_recipe,https://drycured.com/recepti-baza/tulum-peyniri-dolgulu-et-meso-punjeno-sirom/,"2026-06-04 07:53:29",no,,MD-TULUM_PEYNIRI_DOLGULU_ET_MESO_PUNJENO_SIROM,yes,no,no,no,3614,0,0,0
2611,"Işkembe Dolması (Punjeni goveđi burag)",iskembe-dolmasi-punjeni-govedi-burag,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2611,"2026-05-30 08:21:38",no,,TUR-ISKEMBE-DOLMAS-PUNJENI-GOVEI,no,no,no,no,0,0,0,0
2612,"Varaždinski Š(p)ek",varazdinski-spek,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2612,"2026-05-30 08:21:38",no,,HRV-VARAZDINSKI-SPEK,no,no,no,no,0,0,0,0
2613,"Đurđevački Zelenjak",durdevacki-zelenjak,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2613,"2026-05-30 08:21:38",no,,HRV-UREVACKI-ZELENJAK,no,no,no,no,0,0,0,0
2614,"Virovski Čvarci",virovski-cvarci,publish,dry_recipe,https://drycured.com/recepti-baza/virovski-cvarci/,"2026-06-04 07:53:29",no,,MD-VIROVSKI_CVARCI,yes,no,no,no,3320,0,0,0
2615,"SALCESON OZORKOWY (POLJSKA TLAČENICA)",salceson-ozorkowy-poljska-tlacenica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2615,"2026-06-04 07:34:54",no,,MD-SALCESON_OZORKOWY_POLJSKA_TLACENICA,yes,no,no,no,3580,0,0,0
2616,"BALERON (POLJSKA DIMLJENA VRATINA)",baleron-poljska-dimljena-vratina,publish,dry_recipe,https://drycured.com/recepti-baza/baleron-poljska-dimljena-vratina/,"2026-06-04 07:53:29",no,,MD-BALERON_POLJSKA_DIMLJENA_VRATINA,yes,no,no,no,3655,0,0,0
2617,"PASZTETOWA (POLJSKA JETRENA PAŠTETA U CRIJEVU)",pasztetowa-poljska-jetrena-pasteta-u-crijevu,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2617,"2026-06-04 07:34:54",no,,MD-PASZTETOWA_POLJSKA_JETRENA_PASTETA_U_CRIJEVU,yes,no,no,no,3671,0,0,0
2618,"KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA)",kielbasa-wedzona-dimljena-poljska-kobasica,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2618,"2026-05-30 08:21:38",no,,POL-KIEBASA-WEDZONA-DIMLJENA-POLJS,no,no,no,no,0,0,0,0
2619,"POLĘDWICA SOPOCKA (SUŠENA SVINJSKA PEČENICA)",poledwica-sopocka-susena-svinjska-pecenica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2619,"2026-06-04 07:34:54",no,,MD-POL_DWICA_SOPOCKA_SUSENA_SVINJSKA_PECENICA,yes,no,no,no,3642,0,0,0
2620,"SZYNKA WĘDZONA (DIMLJENA ŠUNKA)",szynka-wedzona-dimljena-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/szynka-wedzona-dimljena-sunka/,"2026-06-04 07:53:29",no,,MD-SZYNKA_W_DZONA_DIMLJENA_SUNKA,yes,no,no,no,3470,0,0,0
2621,"BOCZEK WĘDZONY (DIMLJENA SLANINA)",boczek-wedzony-dimljena-slanina,publish,dry_recipe,https://drycured.com/recepti-baza/boczek-wedzony-dimljena-slanina/,"2026-06-04 07:53:29",no,,MD-BOCZEK_W_DZONY_DIMLJENA_SLANINA,yes,no,no,no,3467,0,0,0
2622,"Chouriço Tradicional Português (Tradicionalna portugalska kobasica)",chourico-tradicional-portugues-tradicionalna-portugalska-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/chourico-tradicional-portugues-tradicionalna-portugalska-kobasica/,"2026-06-04 07:53:29",no,,MD-CHOURICO_TRADICIONAL_PORTUGUES_TRADICIONALNA_PORTUGALSKA_KOBASICA,yes,no,no,no,4224,0,0,0
2623,"Presunto Português (Portugalska pršuta)",presunto-portugues-portugalska-prsuta,publish,dry_recipe,https://drycured.com/recepti-baza/presunto-portugues-portugalska-prsuta/,"2026-06-04 07:53:29",no,,MD-PRESUNTO_PORTUGUES_PORTUGALSKA_PRSUTA,yes,no,no,no,3526,0,0,0
2624,"Paio Alentejano (Alentejanska kobasica)",paio-alentejano-alentejanska-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/paio-alentejano-alentejanska-kobasica/,"2026-06-04 07:53:29",no,,MD-PAIO_ALENTEJANO_ALENTEJANSKA_KOBASICA,yes,no,no,no,4379,0,0,0
2625,"Farinheira Alentejana (Kobasica s brašnom iz Alenteja)",farinheira-alentejana-kobasica-s-brasnom-iz-alenteja,publish,dry_recipe,https://drycured.com/recepti-baza/farinheira-alentejana-kobasica-s-brasnom-iz-alenteja/,"2026-06-04 07:53:29",no,,MD-FARINHEIRA_ALENTEJANA_KOBASICA_S_BRASNOM_IZ_ALENTEJA,yes,no,no,no,4497,0,0,0
2626,"Presunto de Porco Preto (Pršut od Crne Iberijske Svinje)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2626,"0000-00-00 00:00:00",no,,POR-PRESUNTO-DE-PORCO-PRETO,no,no,no,no,0,0,0,0
2627,"Chouriço de Vinho (Kobasica s Vinom)",chourico-de-vinho-kobasica-s-vinom,publish,dry_recipe,https://drycured.com/recepti-baza/chourico-de-vinho-kobasica-s-vinom/,"2026-06-04 07:53:29",no,,MD-CHOURICO_DE_VINHO_KOBASICA_S_VINOM,yes,no,no,no,4221,0,0,0
2628,"Paio do Alentejo (Alentejo Dimljena Kobasica)",paio-do-alentejo-alentejo-dimljena-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/paio-do-alentejo-alentejo-dimljena-kobasica/,"2026-06-04 07:53:29",no,,MD-PAIO_DO_ALENTEJO_ALENTEJO_DIMLJENA_KOBASICA,yes,no,no,no,4195,0,0,0
2629,"Alheira de Mirandela (Kobasica iz Mirandele)",alheira-de-mirandela-kobasica-iz-mirandele,publish,dry_recipe,https://drycured.com/recepti-baza/alheira-de-mirandela-kobasica-iz-mirandele/,"2026-06-04 07:53:29",no,,MD-ALHEIRA_DE_MIRANDELA_KOBASICA_IZ_MIRANDELE,yes,no,no,no,4299,0,0,0
2630,"Dalmatinski Pršut (Pršut s Kaštelanskog polja)",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2630,"0000-00-00 00:00:00",no,,HRV-DALMATINSKI-PRSUT-PRSUT-S,no,no,no,no,0,0,0,0
2631,"Rovinjska Kobasica",rovinjska-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/rovinjska-kobasica/,"2026-06-04 07:53:29",no,,MD-ROVINJSKA_KOBASICA,yes,no,no,no,3869,0,0,0
2632,"Krčki Sir-Kobasica",krcki-sir-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/krcki-sir-kobasica/,"2026-06-04 07:53:29",no,,MD-KRCKI_SIR_KOBASICA,yes,no,no,no,3928,0,0,0
2633,"Senjska Šunka",senjska-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/senjska-sunka/,"2026-06-04 07:53:29",no,,MD-SENJSKA_SUNKA,yes,no,no,no,3242,0,0,0
2634,"Povijesni kontekst suhomesnatih proizvoda u Podravini",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2634,"0000-00-00 00:00:00",no,,HRV-POVIJESNI-KONTEKST-SUHOMESNATI,no,no,no,no,0,0,0,0
2635,"Dubinska analiza odabranih recepata",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2635,"0000-00-00 00:00:00",no,,HRV-DUBINSKA-ANALIZA-ODABRANIH-REC,no,no,no,no,0,0,0,0
2636,"Izazovi očuvanja tradicije",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2636,"0000-00-00 00:00:00",no,,HRV-IZAZOVI-OCUVANJA-TRADICIJE,no,no,no,no,0,0,0,0
2637,"Tradicionalni Thüringer Schinken (Tirinška šunka)",tradicionalni-thuringer-schinken-tirinska-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/tradicionalni-thuringer-schinken-tirinska-sunka/,"2026-06-04 07:53:29",no,,MD-TRADICIONALNI_THURINGER_SCHINKEN_TIRINSKA_SUNKA,yes,no,no,no,3450,0,0,0
2638,"Bavarski Bierschinken (Šunka od piva)",bavarski-bierschinken-sunka-od-piva,publish,dry_recipe,https://drycured.com/recepti-baza/bavarski-bierschinken-sunka-od-piva/,"2026-06-04 07:53:29",no,,MD-BAVARSKI_BIERSCHINKEN_SUNKA_OD_PIVA,yes,no,no,no,3510,0,0,0
2639,"Zalatina (Ζαλατίνα) - Ciparski hladetinasti svinjski narezak",zalatina-%ce%b6%ce%b1%ce%bb%ce%b1%cf%84%ce%af%ce%bd%ce%b1-ciparski-hladetinasti-svinjski-narezak,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2639,"2026-05-30 08:21:39",no,,CIP-ZALATINA-CIPARSKI-HLADETINASTI,no,no,no,no,0,0,0,0
2640,"Lountza Kafteri (Λούντζα Καυτερή) - Ljuta dimljena svinjska vratina",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2640,"0000-00-00 00:00:00",no,,CIP-LOUNTZA-KAFTERI-LJUTA-DIMLJENA,no,no,no,no,0,0,0,0
2641,"Posyrti (Ποσυρτή) - Ciparska suha kobasica s divljim biljem",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2641,"0000-00-00 00:00:00",no,,CIP-POSYRTI-CIPARSKA-SUHA-KOBASICA,no,no,no,no,0,0,0,0
2642,"Afelia Pastarma (Αφέλια Παστάρμα) - Ciparska marinirana goveđa pisanica",afelia-pastarma-%ce%b1%cf%86%ce%ad%ce%bb%ce%b9%ce%b1-%cf%80%ce%b1%cf%83%cf%84%ce%ac%cf%81%ce%bc%ce%b1-ciparska-marinirana-goveda-pisanica,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2642,"2026-05-30 08:21:39",no,,CIP-AFELIA-PASTARMA-CIPARSKA-MARIN,no,no,no,no,0,0,0,0
2643,"Ofto Lountza (Οφτή Λούντζα) - Ciparska zračno sušena janjetina",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2643,"0000-00-00 00:00:00",no,,CIP-OFTO-LOUNTZA-CIPARSKA-ZRACNO,no,no,no,no,0,0,0,0
2644,"Fažanski morski salamur (Specijalitet s morskom travom)",fazanski-morski-salamur-specijalitet-s-morskom-travom,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2644,"2026-06-04 07:34:54",no,,MD-FAZANSKI_MORSKI_SALAMUR_SPECIJALITET_S_MORSKOM_TRAVOM,yes,no,no,no,3480,0,0,0
2645,"Viganjska kobasica od divlje svinje s tavom",viganjska-kobasica-od-divlje-svinje-s-tavom,publish,dry_recipe,https://drycured.com/recepti-baza/viganjska-kobasica-od-divlje-svinje-s-tavom/,"2026-06-04 07:53:29",no,,MD-VIGANJSKA_KOBASICA_OD_DIVLJE_SVINJE_S_TAVOM,yes,no,no,no,3953,0,0,0
2646,"Bujski janjetinski specijalitet s lavandom",bujski-janjetinski-specijalitet-s-lavandom,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2646,"2026-06-04 07:34:54",no,,MD-BUJSKI_JANJETINSKI_SPECIJALITET_S_LAVANDOM,yes,no,no,no,3458,0,0,0
2647,"Pazinski specijalitet od kozjeg mesa s kestenom",pazinski-specijalitet-od-kozjeg-mesa-s-kestenom,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2647,"2026-06-04 07:34:54",no,,MD-PAZINSKI_SPECIJALITET_OD_KOZJEG_MESA_S_KESTENOM,yes,no,no,no,3432,0,0,0
2648,"Rovinjski specijalitet od sardele s ružom",rovinjski-specijalitet-od-sardele-s-ruzom,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2648,"2026-06-04 07:34:54",no,,MD-ROVINJSKI_SPECIJALITET_OD_SARDELE_S_RUZOM,yes,no,no,no,3407,0,0,0
2649,"Stara Koprivnička Salama ""Šokačka Priča""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2649,"0000-00-00 00:00:00",no,,HRV-STARA-KOPRIVNICKA-SALAMA-SOKAC,no,no,no,no,0,0,0,0
2650,"Virovski ""Živi Čvarci""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2650,"0000-00-00 00:00:00",no,,HRV-VIROVSKI-ZIVI-CVARCI,no,no,no,no,0,0,0,0
2651,"Ludbreška ""Tajna Kobasica""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2651,"0000-00-00 00:00:00",no,,HRV-LUDBRESKA-TAJNA-KOBASICA,no,no,no,no,0,0,0,0
2652,"Đurđevački ""Zaboravljeni Š(p)ek""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2652,"0000-00-00 00:00:00",no,,HRV-UREVACKI-ZABORAVLJENI-SPEK,no,no,no,no,0,0,0,0
2653,"Pitomački ""Divlji Kulen""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2653,"0000-00-00 00:00:00",no,,HRV-PITOMACKI-DIVLJI-KULEN,no,no,no,no,0,0,0,0
2654,"Pregradski ""Šumski Šaptat""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2654,"0000-00-00 00:00:00",no,,NEP-PREGRADSKI-SUMSKI-SAPTAT,no,no,no,no,0,0,0,0
2655,"Križevački ""Začinski Vjetar""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2655,"0000-00-00 00:00:00",no,,NEP-KRIZEVACKI-ZACINSKI-VJETAR,no,no,no,no,0,0,0,0
2656,"Našički ""Ratarski Sjećaj""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2656,"0000-00-00 00:00:00",no,,NEP-NASICKI-RATARSKI-SJECAJ,no,no,no,no,0,0,0,0
2657,"Draževački ""Veteranski Sjećaj""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2657,"0000-00-00 00:00:00",no,,NEP-DRAZEVACKI-VETERANSKI-SJECAJ,no,no,no,no,0,0,0,0
2658,"Kalničkog ""Gorski Trag""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2658,"0000-00-00 00:00:00",no,,NEP-KALNICKOG-GORSKI-TRAG,no,no,no,no,0,0,0,0
2659,"Podravski ""Zaboravljeni Vrbovec""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2659,"0000-00-00 00:00:00",no,,NEP-PODRAVSKI-ZABORAVLJENI-VRBOVEC,no,no,no,no,0,0,0,0
2660,"Koprivnički ""Seoski Izvor""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2660,"0000-00-00 00:00:00",no,,NEP-KOPRIVNICKI-SEOSKI-IZVOR,no,no,no,no,0,0,0,0
2661,"Đurđevački ""Ribarski Sjaj""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2661,"0000-00-00 00:00:00",no,,NEP-UREVACKI-RIBARSKI-SJAJ,no,no,no,no,0,0,0,0
2662,"Ludbreški ""Planinski Trag""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2662,"0000-00-00 00:00:00",no,,NEP-LUDBRESKI-PLANINSKI-TRAG,no,no,no,no,0,0,0,0
2663,"Virovski ""Šumski Biseri""",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2663,"0000-00-00 00:00:00",no,,NEP-VIROVSKI-SUMSKI-BISERI,no,no,no,no,0,0,0,0
2664,"BABIC (Tradicionalna babić kobasica)",babic-tradicionalna-babic-kobasica,publish,dry_recipe,https://drycured.com/recepti-baza/babic-tradicionalna-babic-kobasica/,"2026-06-04 07:53:30",no,,MD-BABIC_TRADICIONALNA_BABIC_KOBASICA,yes,no,no,no,4432,0,0,0
2665,"MUȘCHI ȚIGĂNESC (Ciganski vrat)",muschi-tiganesc-ciganski-vrat,publish,dry_recipe,https://drycured.com/recepti-baza/muschi-tiganesc-ciganski-vrat/,"2026-06-04 07:53:30",no,,MD-MU_CHI_IG_NESC_CIGANSKI_VRAT,yes,no,no,no,3869,0,0,0
2666,"CÂRNAȚI DE BURDUF (Sirnate kobasice)",carnati-de-burduf-sirnate-kobasice,publish,dry_recipe,https://drycured.com/recepti-baza/carnati-de-burduf-sirnate-kobasice/,"2026-06-04 07:53:30",no,,MD-CARNA_I_DE_BURDUF_SIRNATE_KOBASICE,yes,no,no,no,4285,0,0,0
2667,"ȘUNCĂ DE MANGALIȚA AFUMATĂ (Dimljena mangulica šunka)",sunca-de-mangalita-afumata-dimljena-mangulica-sunka,publish,dry_recipe,https://drycured.com/recepti-baza/sunca-de-mangalita-afumata-dimljena-mangulica-sunka/,"2026-06-04 07:53:30",no,,MD-UNC_DE_MANGALI_A_AFUMAT_DIMLJENA_MANGULICA_SUNKA,yes,no,no,no,3829,0,0,0
2668,"CÂRNAŢI DE PLEŞCOI (Pleščojske kobasice)",carnati-de-plescoi-plescojske-kobasice,publish,dry_recipe,https://drycured.com/recepti-baza/carnati-de-plescoi-plescojske-kobasice/,"2026-06-04 07:53:30",no,,MD-CARNA_I_DE_PLE_COI_PLESCOJSKE_KOBASICE,yes,no,no,no,4270,0,0,0
2669,"TOBĂ (Tradidicionalna rumunjska tlačenica)",toba-tradidicionalna-rumunjska-tlacenica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2669,"2026-06-04 07:34:54",no,,MD-TOB_TRADIDICIONALNA_RUMUNJSKA_TLACENICA,yes,no,no,no,3548,0,0,0
2670,"GHIUDEM (Suha kobasica od ovčetine)",ghiudem-suha-kobasica-od-ovcetine,publish,dry_recipe,https://drycured.com/recepti-baza/ghiudem-suha-kobasica-od-ovcetine/,"2026-06-04 07:53:30",no,,MD-GHIUDEM_SUHA_KOBASICA_OD_OVCETINE,yes,no,no,no,4177,0,0,0
2671,"Basturma (Бастурма - Začinjeno sušeno goveđe meso)",basturma-%d0%b1%d0%b0%d1%81%d1%82%d1%83%d1%80%d0%bc%d0%b0-zacinjeno-suseno-govede-meso,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2671,"2026-05-30 08:21:40",no,,RUS-BASTURMA-ZACINJENO-SUSENO-GOVE,no,no,no,no,0,0,0,0
2672,"Koryushka (Корюшка - Dimljena mala riba)",koryushka-%d0%ba%d0%be%d1%80%d1%8e%d1%88%d0%ba%d0%b0-dimljena-mala-riba,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2672,"2026-05-30 08:21:40",no,,RUS-KORYUSHKA-DIMLJENA-MALA-RIBA,no,no,no,no,0,0,0,0
2673,"Svinaya Vyrezka (Свиная вырезка - Sušeni svinjski file)",svinaya-vyrezka-%d1%81%d0%b2%d0%b8%d0%bd%d0%b0%d1%8f-%d0%b2%d1%8b%d1%80%d0%b5%d0%b7%d0%ba%d0%b0-suseni-svinjski-file,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2673,"2026-05-30 08:21:40",no,,RUS-SVINAYA-VYREZKA-SUSENI-SVINJSK,no,no,no,no,0,0,0,0
2674,"Vetchina (Ветчина - Domaća kuhana šunka)",vetchina-%d0%b2%d0%b5%d1%82%d1%87%d0%b8%d0%bd%d0%b0-domaca-kuhana-sunka,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2674,"2026-05-30 08:21:40",no,,RUS-VETCHINA-DOMACA-KUHANA-SUNKA,no,no,no,no,0,0,0,0
2675,Sadržaj,,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2675,"0000-00-00 00:00:00",no,,SKA-SADRZAJ,no,no,no,no,0,0,0,0
2676,"Napomena o danskoj Medister kobasici",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2676,"0000-00-00 00:00:00",no,,SKA-NAPOMENA-O-DANSKOJ-MEDISTER,no,no,no,no,0,0,0,0
2677,"? Savjeti za serviranje:",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2677,"0000-00-00 00:00:00",no,,SKA-SAVJETI-ZA-SERVIRANJE,no,no,no,no,0,0,0,0
2678,"Sastojci za 4 kg smjese:",sastojci-za-4-kg-smjese,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2678,"2026-05-30 08:21:40",no,,SKA-SASTOJCI-ZA-4-KG,no,no,no,no,0,0,0,0
2679,"Napomena o belgijskom Boudin Blanc",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2679,"0000-00-00 00:00:00",no,,SKA-NAPOMENA-O-BELGIJSKOM-BOUDIN,no,no,no,no,0,0,0,0
2680,"ŠKOTSKI STOVIES MEAT (KONZERVIRANO USOLJENO MESO)",skotski-stovies-meat-konzervirano-usoljeno-meso,draft,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2680,"2026-05-30 08:21:40",no,,ŠKO-SKOTSKI-STOVIES-MEAT-KONZERVIR,no,no,no,no,0,0,0,0
2681,"FORFAR BRIDIE (ŠKOTSKA MESNA PAŠTETA)",forfar-bridie-skotska-mesna-pasteta,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2681,"2026-06-04 07:34:54",no,,MD-FORFAR_BRIDIE_SKOTSKA_MESNA_PASTETA,yes,no,no,no,3808,0,0,0
2682,"HIGHLAND VENISON HAM (DIMLJENA ŠUNKA OD JELENA)",highland-venison-ham-dimljena-sunka-od-jelena,publish,dry_recipe,https://drycured.com/recepti-baza/highland-venison-ham-dimljena-sunka-od-jelena/,"2026-06-04 07:53:30",no,,MD-HIGHLAND_VENISON_HAM_DIMLJENA_SUNKA_OD_JELENA,yes,no,no,no,3736,0,0,0
2683,"EDINBURGH POTTED HOG (KONZERVIRANO SVINJSKO MESO)",edinburgh-potted-hog-konzervirano-svinjsko-meso,publish,dry_recipe,https://drycured.com/recepti-baza/edinburgh-potted-hog-konzervirano-svinjsko-meso/,"2026-06-04 07:53:30",no,,MD-EDINBURGH_POTTED_HOG_KONZERVIRANO_SVINJSKO_MESO,yes,no,no,no,3964,0,0,0
2684,"ŠKOTSKI HAGGIS",skotski-haggis,publish,dry_recipe,https://drycured.com/recepti-baza/skotski-haggis/,"2026-06-04 07:53:30",no,,MD-SKOTSKI_HAGGIS,yes,no,no,no,3665,0,0,0
2685,"ŠKOTSKI BLACK PUDDING (KRVAVICA)",skotski-black-pudding-krvavica,private,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2685,"2026-06-04 07:34:54",no,,MD-SKOTSKI_BLACK_PUDDING_KRVAVICA,yes,no,no,no,3751,0,0,0
2687,"AYRSHIRE PRESAVICA (AYRSHIRE MIDDLE CUT)",ayrshire-presavica-ayrshire-middle-cut,publish,dry_recipe,https://drycured.com/recepti-baza/ayrshire-presavica-ayrshire-middle-cut/,"2026-06-04 07:53:30",no,,MD-AYRSHIRE_PRESAVICA_AYRSHIRE_MIDDLE_CUT,yes,no,no,no,3761,0,0,0
2688,"HIGHLANDS JERKY (SUŠENA DIVLJAČ)",highlands-jerky-susena-divljac,publish,dry_recipe,https://drycured.com/recepti-baza/highlands-jerky-susena-divljac/,"2026-06-04 07:53:30",no,,MD-HIGHLANDS_JERKY_SUSENA_DIVLJAC,yes,no,no,no,3760,0,0,0
2689,"KopačkiRib Začinska Štruca",kopackirib-zacinska-struca,publish,dry_recipe,https://drycured.com/recepti-baza/kopackirib-zacinska-struca/,"2026-06-04 07:53:30",no,,MD-KOPACKIRIB_ZACINSKA_STRUCA,yes,no,no,no,3544,0,0,0
2690,"Đakovačka Pihtijana Kobasica",,pending,dry_recipe,https://drycured.com/?post_type=dry_recipe&p=2690,"0000-00-00 00:00:00",no,,HRV-AKOVACKA-PIHTIJANA-KOBASICA,no,no,no,no,0,0,0,0
2691,"Valpovačka Zimska Devenica",valpovacka-zimska-devenica,publish,dry_recipe,https://drycured.com/recepti-baza/valpovacka-zimska-devenica/,"2026-06-04 07:53:30",no,,MD-VALPOVACKA_ZIMSKA_DEVENICA,yes,no,no,no,3487,0,0,0
2692,"Požeška Začinska Štruca",pozeska-zacinska-struca,publish,dry_recipe,https://drycured.com/recepti-baza/pozeska-zacinska-struca/,"2026-06-04 07:53:30",no,,MD-POZESKA_ZACINSKA_STRUCA,yes,no,no,no,3486,0,0,0
2693,"Osječki Začinski Špek",osjecki-zacinski-spek,publish,dry_recipe,https://drycured.com/recepti-baza/osjecki-zacinski-spek/,"2026-06-04 07:53:30",no,,MD-OSJECKI_ZACINSKI_SPEK,yes,no,no,no,3442,0,0,0
