post_id,title,slug,status,url,country_meta,region_meta,code_meta
2418,"?? FRANCUSKA - Tradicijski recepti za saucisson (30 recepata)",%f0%9f%87%ab%f0%9f%87%b7-francuska-tradicijski-recepti-za-saucisson-30-recepata,draft,https://drycured.com/?post_type=dry_recipe&p=2418,,,NEP-FRANCUSKA-TRADICIJSKI-RECEPTI-
2419,"?? ČEŠKA - Tradicionalni recepti",%f0%9f%87%a8%f0%9f%87%bf-ceska-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2419,,,NEP-CESKA-TRADICIONALNI-RECEPTI
2420,"?? SLOVAČKA - Tradicionalni recepti",%f0%9f%87%b8%f0%9f%87%b0-slovacka-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2420,,,NEP-SLOVACKA-TRADICIONALNI-RECEPTI
2421,"?? POLJSKA - Tradicionalni recepti",%f0%9f%87%b5%f0%9f%87%b1-poljska-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2421,,,NEP-POLJSKA-TRADICIONALNI-RECEPTI
2422,"?? UKRAJINA - Tradicionalni recepti",%f0%9f%87%ba%f0%9f%87%a6-ukrajina-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2422,,,NEP-UKRAJINA-TRADICIONALNI-RECEPTI
2423,"?? ŠVEDSKA - Tradicionalni recepti",%f0%9f%87%b8%f0%9f%87%aa-svedska-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2423,,,NEP-SVEDSKA-TRADICIONALNI-RECEPTI
2424,"?? LATVIJA - Tradicionalni recepti",%f0%9f%87%b1%f0%9f%87%bb-latvija-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2424,,,NEP-LATVIJA-TRADICIONALNI-RECEPTI
2425,"?? NIZOZEMSKA - Tradicionalni recepti",%f0%9f%87%b3%f0%9f%87%b1-nizozemska-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2425,,,NEP-NIZOZEMSKA-TRADICIONALNI-RECEP
2426,"?? BELGIJA - Tradicionalni recepti",%f0%9f%87%a7%f0%9f%87%aa-belgija-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2426,,,NEP-BELGIJA-TRADICIONALNI-RECEPTI
2427,"?? LUKSEMBURG - Tradicionalni recepti",%f0%9f%87%b1%f0%9f%87%ba-luksemburg-tradicionalni-recepti,draft,https://drycured.com/?post_type=dry_recipe&p=2427,,,NEP-LUKSEMBURG-TRADICIONALNI-RECEP
2428,"Durmitorska kastradina",durmitorska-kastradina,publish,https://drycured.com/recepti-baza/durmitorska-kastradina/,,,MD-DURMITORSKA_KASTRADINA
2429,"Crmničke goveđe pastrve",crmnicke-govede-pastrve,draft,https://drycured.com/?post_type=dry_recipe&p=2429,,,CRN-CRMNICKE-GOVEE-PASTRVE
2430,"Vasojevićka preukuša",vasojevicka-preukusa,publish,https://drycured.com/recepti-baza/vasojevicka-preukusa/,,,MD-VASOJEVICKA_PREUKUSA
2432,"Kučka pršura",kucka-prsura,publish,https://drycured.com/recepti-baza/kucka-prsura/,,,MD-KUCKA_PRSURA
2433,"Crnogorska pečenica",crnogorska-pecenica,private,https://drycured.com/?post_type=dry_recipe&p=2433,,,MD-CRNOGORSKA_PECENICA
2434,"Crnogorska kobasica",crnogorska-kobasica,publish,https://drycured.com/recepti-baza/crnogorska-kobasica/,,,MD-CRNOGORSKA_KOBASICA
2435,"Crnogorska stelja",crnogorska-stelja,publish,https://drycured.com/recepti-baza/crnogorska-stelja/,,,MD-CRNOGORSKA_STELJA
2436,"Crnogorski suđuk",crnogorski-suduk,draft,https://drycured.com/?post_type=dry_recipe&p=2436,,,CRN-CRNOGORSKI-SUUK
2437,"Drniški Začinjeni Vrat s Planine (Specifični mountainski naresak)",drniski-zacinjeni-vrat-s-planine-specificni-mountainski-naresak,private,https://drycured.com/?post_type=dry_recipe&p=2437,,,MD-DRNISKI_ZACINJENI_VRAT_S_PLANINE_SPECIFICNI_MOUNTAINSKI_NARESAK
2438,"Komiški Brudet Narezak",komiski-brudet-narezak,private,https://drycured.com/?post_type=dry_recipe&p=2438,,,MD-KOMISKI_BRUDET_NAREZAK
2439,"Šibenski Vjetrenjak",sibenski-vjetrenjak,private,https://drycured.com/?post_type=dry_recipe&p=2439,,,MD-SIBENSKI_VJETRENJAK
2440,"Splitski Maestral Narezak",splitski-maestral-narezak,publish,https://drycured.com/recepti-baza/splitski-maestral-narezak/,,,MD-SPLITSKI_MAESTRAL_NAREZAK
2441,"Trogirski Zephyr",trogirski-zephyr,publish,https://drycured.com/recepti-baza/trogirski-zephyr/,,,MD-TROGIRSKI_ZEPHYR
2442,"Makarski Jugo Narezak",makarski-jugo-narezak,publish,https://drycured.com/recepti-baza/makarski-jugo-narezak/,,,MD-MAKARSKI_JUGO_NAREZAK
2444,"Drniški pršut iz zaleđa (rijetka varijanta)",drniski-prsut-iz-zaleda-rijetka-varijanta,draft,https://drycured.com/?post_type=dry_recipe&p=2444,,,HRV-DRNISKI-PRSUT-IZ-ZALEA
2445,"Hvarski stolen (zaboravljena delicija)",hvarski-stolen-zaboravljena-delicija,publish,https://drycured.com/recepti-baza/hvarski-stolen-zaboravljena-delicija/,,,MD-HVARSKI_STOLEN_ZABORAVLJENA_DELICIJA
2447,"Leverpostej (Danska pašteta od svinjske jetre)",leverpostej-danska-pasteta-od-svinjske-jetre,private,https://drycured.com/?post_type=dry_recipe&p=2447,,,MD-LEVERPOSTEJ_DANSKA_PASTETA_OD_SVINJSKE_JETRE
2448,"Medisterpølse (Danska svježa začinjena kobasica)",medisterpolse-danska-svjeza-zacinjena-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2448,,,DAN-MEDISTERPLSE-DANSKA-SVJEZA-ZAC
2449,"Ribbenssteg (Danska dimljena svinjska rebra)",ribbenssteg-danska-dimljena-svinjska-rebra,publish,https://drycured.com/recepti-baza/ribbenssteg-danska-dimljena-svinjska-rebra/,,,MD-RIBBENSSTEG_DANSKA_DIMLJENA_SVINJSKA_REBRA
2450,"Bayonneskinke (Danska zasoljena i dimljena šunka)",bayonneskinke-danska-zasoljena-i-dimljena-sunka,publish,https://drycured.com/recepti-baza/bayonneskinke-danska-zasoljena-i-dimljena-sunka/,,,MD-BAYONNESKINKE_DANSKA_ZASOLJENA_I_DIMLJENA_SUNKA
2451,"Blodpølse (Danska krvavica)",blodpolse-danska-krvavica,draft,https://drycured.com/?post_type=dry_recipe&p=2451,,,DAN-BLODPLSE-DANSKA-KRVAVICA
2452,"Rullepølse (Danska rolana šunka)",rullepolse-danska-rolana-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2452,,,DAN-RULLEPLSE-DANSKA-ROLANA-SUNKA
2453,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",flaeskesteg-danska-pecena-svinjetina-s-hrskavom-kozom,draft,https://drycured.com/?post_type=dry_recipe&p=2453,,,DAN-FLSKESTEG-DANSKA-PECENA-SVINJE
2454,"Spegepølse (Danska fermentirana kobasica)",spegepolse-danska-fermentirana-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2454,,,DAN-SPEGEPLSE-DANSKA-FERMENTIRANA-
2455,"Sylte (Danska hladetina od svinjske glave)",sylte-danska-hladetina-od-svinjske-glave,private,https://drycured.com/?post_type=dry_recipe&p=2455,,,MD-SYLTE_DANSKA_HLADETINA_OD_SVINJSKE_GLAVE
2456,"Spegeskinke (Danska sušena šunka)",spegeskinke-danska-susena-sunka,publish,https://drycured.com/recepti-baza/spegeskinke-danska-susena-sunka/,,,MD-SPEGESKINKE_DANSKA_SUSENA_SUNKA
2457,"Irski spiced beef (Začinjeno sušeno goveđe meso)",irski-spiced-beef-zacinjeno-suseno-govede-meso,draft,https://drycured.com/?post_type=dry_recipe&p=2457,,,IRS-IRSKI-SPICED-BEEF-ZACINJENO
2458,"Crubeens (Salamurena i dimljena svinjska stopala)",crubeens-salamurena-i-dimljena-svinjska-stopala,publish,https://drycured.com/recepti-baza/crubeens-salamurena-i-dimljena-svinjska-stopala/,,,MD-CRUBEENS_SALAMURENA_I_DIMLJENA_SVINJSKA_STOPALA
2459,"Boiled Ham (Tradicionalna irska kuhana šunka)",boiled-ham-tradicionalna-irska-kuhana-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2459,,,MD-BOILED_HAM_TRADICIONALNA_IRSKA_KUHANA_SUNKA
2464,"StarohrvatskiMore-Kopno Salamet (Salama Maritima)",starohrvatskimore-kopno-salamet-salama-maritima,publish,https://drycured.com/recepti-baza/starohrvatskimore-kopno-salamet-salama-maritima/,,,MD-STAROHRVATSKIMORE_KOPNO_SALAMET_SALAMA_MARITIMA
2465,"Krčki Ovčji Dimljeni Raritet",krcki-ovcji-dimljeni-raritet,publish,https://drycured.com/recepti-baza/krcki-ovcji-dimljeni-raritet/,,,MD-KRCKI_OVCJI_DIMLJENI_RARITET
2466,"Kvarnerski Divovski Salamet",kvarnerski-divovski-salamet,publish,https://drycured.com/recepti-baza/kvarnerski-divovski-salamet/,,,MD-KVARNERSKI_DIVOVSKI_SALAMET
2468,"Lincolnshire kobasica",lincolnshire-kobasica,publish,https://drycured.com/recepti-baza/lincolnshire-kobasica/,,,MD-LINCOLNSHIRE_KOBASICA
2469,"Haslet (tradicionalna engleska pašteta od svinjskih iznutrica)",haslet-tradicionalna-engleska-pasteta-od-svinjskih-iznutrica,private,https://drycured.com/?post_type=dry_recipe&p=2469,,,MD-HASLET_TRADICIONALNA_ENGLESKA_PASTETA_OD_SVINJSKIH_IZNUTRICA
2470,"Bath Chaps (ukiseljene svinjske obrazine)",bath-chaps-ukiseljene-svinjske-obrazine,publish,https://drycured.com/recepti-baza/bath-chaps-ukiseljene-svinjske-obrazine/,,,MD-BATH_CHAPS_UKISELJENE_SVINJSKE_OBRAZINE
2471,"Potted Beef (konzervirano goveđe meso)",potted-beef-konzervirano-govede-meso,draft,https://drycured.com/?post_type=dry_recipe&p=2471,,,ENG-POTTED-BEEF-KONZERVIRANO-GOVEE
2472,"Oxford Brawn (hladetina od svinjske glave)",oxford-brawn-hladetina-od-svinjske-glave,private,https://drycured.com/?post_type=dry_recipe&p=2472,,,MD-OXFORD_BRAWN_HLADETINA_OD_SVINJSKE_GLAVE
2474,"Tradicionalna engleska šunka (Wiltshire Ham)",tradicionalna-engleska-sunka-wiltshire-ham,publish,https://drycured.com/recepti-baza/tradicionalna-engleska-sunka-wiltshire-ham/,,,MD-TRADICIONALNA_ENGLESKA_SUNKA_WILTSHIRE_HAM
2475,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",engleski-suseni-govedi-jezik-potted-ox-tongue,draft,https://drycured.com/?post_type=dry_recipe&p=2475,,,ENG-ENGLESKI-SUSENI-GOVEI-JEZIK
2476,"Engleski pork pie (svinjetina u tijestu)",engleski-pork-pie-svinjetina-u-tijestu,publish,https://drycured.com/recepti-baza/engleski-pork-pie-svinjetina-u-tijestu/,,,MD-ENGLESKI_PORK_PIE_SVINJETINA_U_TIJESTU
2477,"Sült (Hladetina od svinjskog mesa)",sult-hladetina-od-svinjskog-mesa,private,https://drycured.com/?post_type=dry_recipe&p=2477,,,MD-SULT_HLADETINA_OD_SVINJSKOG_MESA
2478,"Suitsink (Dimljena svinjska šunka)",suitsink-dimljena-svinjska-sunka,publish,https://drycured.com/recepti-baza/suitsink-dimljena-svinjska-sunka/,,,MD-SUITSINK_DIMLJENA_SVINJSKA_SUNKA
2479,"Verikäkk (Krvavica s ječmom)",verikakk-krvavica-s-jecmom,private,https://drycured.com/?post_type=dry_recipe&p=2479,,,MD-VERIKAKK_KRVAVICA_S_JECMOM
2480,"Talleliha (Polutrajno sušena govedina)",talleliha-polutrajno-susena-govedina,publish,https://drycured.com/recepti-baza/talleliha-polutrajno-susena-govedina/,,,MD-TALLELIHA_POLUTRAJNO_SUSENA_GOVEDINA
2481,"Sealiha õlis (Svinjsko meso u ulju)",sealiha-olis-svinjsko-meso-u-ulju,publish,https://drycured.com/recepti-baza/sealiha-olis-svinjsko-meso-u-ulju/,,,MD-SEALIHA_OLIS_SVINJSKO_MESO_U_ULJU
2482,"?? Grčki tradicionalni recept - Loukaniko",%f0%9f%87%ac%f0%9f%87%b7-grcki-tradicionalni-recept-loukaniko,draft,https://drycured.com/?post_type=dry_recipe&p=2482,,,NEP-GRCKI-TRADICIONALNI-RECEPT-LOU
2483,"?? Albanski recept - Salçe",%f0%9f%87%a6%f0%9f%87%b1-albanski-recept-salce,draft,https://drycured.com/?post_type=dry_recipe&p=2483,,,NEP-ALBANSKI-RECEPT-SALCE
2484,"?? Nizozemski recept - Droge Worst",%f0%9f%87%b3%f0%9f%87%b1-nizozemski-recept-droge-worst,draft,https://drycured.com/?post_type=dry_recipe&p=2484,,,NEP-NIZOZEMSKI-RECEPT-DROGE-WORST
2485,"?? Britanski recept - Cumberland Sausage",%f0%9f%87%ac%f0%9f%87%a7-britanski-recept-cumberland-sausage,draft,https://drycured.com/?post_type=dry_recipe&p=2485,,,NEP-BRITANSKI-RECEPT-CUMBERLAND-SA
2486,"?? Bugarski recept - Lukanka",%f0%9f%87%a7%f0%9f%87%ac-bugarski-recept-lukanka,draft,https://drycured.com/?post_type=dry_recipe&p=2486,,,NEP-BUGARSKI-RECEPT-LUKANKA
2487,"?? Rumunjski recept - Salam de Sibiu",%f0%9f%87%b7%f0%9f%87%b4-rumunjski-recept-salam-de-sibiu,draft,https://drycured.com/?post_type=dry_recipe&p=2487,,,NEP-RUMUNJSKI-RECEPT-SALAM-DE
2488,"?? Češki recept - Lovecká Salám",%f0%9f%87%a8%f0%9f%87%bf-ceski-recept-lovecka-salam,draft,https://drycured.com/?post_type=dry_recipe&p=2488,,,NEP-CESKI-RECEPT-LOVECKA-SALAM
2489,"?? Slovački recept - Turistická Saláma",%f0%9f%87%b8%f0%9f%87%b0-slovacki-recept-turisticka-salama,draft,https://drycured.com/?post_type=dry_recipe&p=2489,,,NEP-SLOVACKI-RECEPT-TURISTICKA-SAL
2490,"?? Poljski recept - Kiełbasa",%f0%9f%87%b5%f0%9f%87%b1-poljski-recept-kielbasa,draft,https://drycured.com/?post_type=dry_recipe&p=2490,,,NEP-POLJSKI-RECEPT-KIEBASA
2491,"?? Ukrajinski recept - Kobasa",%f0%9f%87%ba%f0%9f%87%a6-ukrajinski-recept-kobasa,draft,https://drycured.com/?post_type=dry_recipe&p=2491,,,NEP-UKRAJINSKI-RECEPT-KOBASA
2492,"?? Švedski recept - Tunnbrödsrulle",%f0%9f%87%b8%f0%9f%87%aa-svedski-recept-tunnbrodsrulle,draft,https://drycured.com/?post_type=dry_recipe&p=2492,,,NEP-SVEDSKI-RECEPT-TUNNBRODSRULLE
2493,"?? Latvijski recept - Mājas Desa",%f0%9f%87%b1%f0%9f%87%bb-latvijski-recept-majas-desa,draft,https://drycured.com/?post_type=dry_recipe&p=2493,,,NEP-LATVIJSKI-RECEPT-MAJAS-DESA
2495,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",%f0%9f%87%ae%f0%9f%87%b9-talijansko-toskanski-recept-za-salamu-salame-toscano,draft,https://drycured.com/?post_type=dry_recipe&p=2495,,,NEP-TALIJANSKOTOSKANSKI-RECEPT-ZA-
2496,"?? Tradicionalni recept za saucisson sec",%f0%9f%87%ab%f0%9f%87%b7-tradicionalni-recept-za-saucisson-sec,draft,https://drycured.com/?post_type=dry_recipe&p=2496,,,NEP-TRADICIONALNI-RECEPT-ZA-SAUCIS
2497,"?? Portugalski recept za Linguiçu",%f0%9f%87%b5%f0%9f%87%b9-portugalski-recept-za-linguicu,draft,https://drycured.com/?post_type=dry_recipe&p=2497,,,NEP-PORTUGALSKI-RECEPT-ZA-LINGUICU
2498,"?? Austrijski recept za Kmetzelsuppe kobasicu",%f0%9f%87%a6%f0%9f%87%b9-austrijski-recept-za-kmetzelsuppe-kobasicu,draft,https://drycured.com/?post_type=dry_recipe&p=2498,,,NEP-AUSTRIJSKI-RECEPT-ZA-KMETZELSU
2500,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",poljska-kielbasa-lisiecka-lisiecka-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=2500,,,EUR-POLJSKA-KIEBASA-LISIECKA-LISIE
2501,"Slovačka Klobása (Slovenská Klobása)",slovacka-klobasa-slovenska-klobasa,publish,https://drycured.com/recepti-baza/slovacka-klobasa-slovenska-klobasa/,,,MD-SLOVACKA_KLOBASA_SLOVENSKA_KLOBASA
2502,"JOULUKINKKU (BOŽIĆNA ŠUNKA)",joulukinkku-bozicna-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2502,,,FIN-JOULUKINKKU-BOZICNA-SUNKA
2503,"RIIPUTETTU HIRVENLIHA (SUHO-ZRELA JELENOVINA)",riiputettu-hirvenliha-suho-zrela-jelenovina,publish,https://drycured.com/recepti-baza/riiputettu-hirvenliha-suho-zrela-jelenovina/,,,MD-RIIPUTETTU_HIRVENLIHA_SUHO_ZRELA_JELENOVINA
2504,"SAVUSIIKA (DIMLJENI SIIKA - BIJELA RIBA)",savusiika-dimljeni-siika-bijela-riba,publish,https://drycured.com/recepti-baza/savusiika-dimljeni-siika-bijela-riba/,,,MD-SAVUSIIKA_DIMLJENI_SIIKA_BIJELA_RIBA
2505,"METSOPAISTI (SUHO-SALAMURENI TETRIJEB)",metsopaisti-suho-salamureni-tetrijeb,publish,https://drycured.com/recepti-baza/metsopaisti-suho-salamureni-tetrijeb/,,,MD-METSOPAISTI_SUHO_SALAMURENI_TETRIJEB
2506,"LAMPAAN ILMAKUIVATTU KYLKI (ZRAČNO-SUŠENA JANJEĆJA PRSA)",lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa,publish,https://drycured.com/recepti-baza/lampaan-ilmakuivattu-kylki-zracno-susena-janjecja-prsa/,,,MD-LAMPAAN_ILMAKUIVATTU_KYLKI_ZRACNO_SUSENA_JANJECJA_PRSA
2507,"PALVIKINKKU (DIMLJENA ŠUNKA)",palvikinkku-dimljena-sunka,draft,https://drycured.com/?post_type=dry_recipe&p=2507,,,FIN-PALVIKINKKU-DIMLJENA-SUNKA
2508,"SAVUPORONLIHA (DIMLJENO SOBOVO MESO)",savuporonliha-dimljeno-sobovo-meso,publish,https://drycured.com/recepti-baza/savuporonliha-dimljeno-sobovo-meso/,,,MD-SAVUPORONLIHA_DIMLJENO_SOBOVO_MESO
2510,"ILMAKUIVATTU PORONPAISTI (ZRAČNO-SUŠENI SOBOV BUT)",ilmakuivattu-poronpaisti-zracno-suseni-sobov-but,publish,https://drycured.com/recepti-baza/ilmakuivattu-poronpaisti-zracno-suseni-sobov-but/,,,MD-ILMAKUIVATTU_PORONPAISTI_ZRACNO_SUSENI_SOBOV_BUT
2511,"GRAAVILOHI (GRAVLAX - FINSKI MARINIRANI LOSOS)",graavilohi-gravlax-finski-marinirani-losos,publish,https://drycured.com/recepti-baza/graavilohi-gravlax-finski-marinirani-losos/,,,MD-GRAAVILOHI_GRAVLAX_FINSKI_MARINIRANI_LOSOS
2512,"ROSETTE DE LYON",rosette-de-lyon,draft,https://drycured.com/?post_type=dry_recipe&p=2512,,,FRA-ROSETTE-DE-LYON
2513,"LONZO CORSE",lonzo-corse,publish,https://drycured.com/recepti-baza/lonzo-corse/,,,MD-LONZO_CORSE
2514,"SAUCISSON SEC D'AUVERGNE",saucisson-sec-dauvergne-2,draft,https://drycured.com/?post_type=dry_recipe&p=2514,,,FRA-SAUCISSON-SEC-DAUVERGNE
2515,"Siglino Messinias (Σύγκλινο Μεσσηνίας)",siglino-messinias-%cf%83%cf%8d%ce%b3%ce%ba%ce%bb%ce%b9%ce%bd%ce%bf-%ce%bc%ce%b5%cf%83%cf%83%ce%b7%ce%bd%ce%af%ce%b1%cf%82,draft,https://drycured.com/?post_type=dry_recipe&p=2515,,,GRČ-SIGLINO-MESSINIAS
2516,"Tsigarides (Τσιγαρίδες)",tsigarides-%cf%84%cf%83%ce%b9%ce%b3%ce%b1%cf%81%ce%af%ce%b4%ce%b5%cf%82,draft,https://drycured.com/?post_type=dry_recipe&p=2516,,,GRČ-TSIGARIDES
2517,"Armatia (Αρματιά)",armatia-%ce%b1%cf%81%ce%bc%ce%b1%cf%84%ce%b9%ce%ac,draft,https://drycured.com/?post_type=dry_recipe&p=2517,,,GRČ-ARMATIA
2518,"Pihti (Πηχτή)",pihti-%cf%80%ce%b7%cf%87%cf%84%ce%ae,draft,https://drycured.com/?post_type=dry_recipe&p=2518,,,GRČ-PIHTI
2519,"Kavourmas (Καβουρμάς)",kavourmas-%ce%ba%ce%b1%ce%b2%ce%bf%cf%85%cf%81%ce%bc%ce%ac%cf%82,draft,https://drycured.com/?post_type=dry_recipe&p=2519,,,GRČ-KAVOURMAS
2520,"Pastourmas (Παστουρμάς)",pastourmas-%cf%80%ce%b1%cf%83%cf%84%ce%bf%cf%85%cf%81%ce%bc%ce%ac%cf%82,draft,https://drycured.com/?post_type=dry_recipe&p=2520,,,GRČ-PASTOURMAS
2521,"Apaki (Απάκι)",apaki-%ce%b1%cf%80%ce%ac%ce%ba%ce%b9,draft,https://drycured.com/?post_type=dry_recipe&p=2521,,,GRČ-APAKI
2522,"Noumboulo (Νούμπουλο)",noumboulo-%ce%bd%ce%bf%cf%8d%ce%bc%cf%80%ce%bf%cf%85%ce%bb%ce%bf,draft,https://drycured.com/?post_type=dry_recipe&p=2522,,,GRČ-NOUMBOULO
2523,"Syglino (Σύγκλινο)",syglino-%cf%83%cf%8d%ce%b3%ce%ba%ce%bb%ce%b9%ce%bd%ce%bf,draft,https://drycured.com/?post_type=dry_recipe&p=2523,,,GRČ-SYGLINO
2524,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",skirts-and-kidneys-tradicionalna-irska-marinirana-goveda-dijafragma,draft,https://drycured.com/?post_type=dry_recipe&p=2524,,,IRS-SKIRTS-AND-KIDNEYS-TRADICIONAL
2525,"Dulse and Yellowman Bacon (Slanina s morskom travom)",dulse-and-yellowman-bacon-slanina-s-morskom-travom,publish,https://drycured.com/recepti-baza/dulse-and-yellowman-bacon-slanina-s-morskom-travom/,,,MD-DULSE_AND_YELLOWMAN_BACON_SLANINA_S_MORSKOM_TRAVOM
2526,"Caillín Báin (Bieli spek - Irska verzija slanine sa začinima)",caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima,publish,https://drycured.com/recepti-baza/caillin-bain-bieli-spek-irska-verzija-slanine-sa-zacinima/,,,MD-CAILLIN_BAIN_BIELI_SPEK_IRSKA_VERZIJA_SLANINE_SA_ZACINIMA
2527,"Marrowbone Roll (Rolana kobasica s koštanom srži)",marrowbone-roll-rolana-kobasica-s-kostanom-srzi,publish,https://drycured.com/recepti-baza/marrowbone-roll-rolana-kobasica-s-kostanom-srzi/,,,MD-MARROWBONE_ROLL_ROLANA_KOBASICA_S_KOSTANOM_SRZI
2528,"Fadge Pudding (Krumpirovo-krvna kobasica)",fadge-pudding-krumpirovo-krvna-kobasica,private,https://drycured.com/?post_type=dry_recipe&p=2528,,,MD-FADGE_PUDDING_KRUMPIROVO_KRVNA_KOBASICA
2529,"Irski soljena govedina (Corned Beef)",irski-soljena-govedina-corned-beef,publish,https://drycured.com/recepti-baza/irski-soljena-govedina-corned-beef/,,,MD-IRSKI_SOLJENA_GOVEDINA_CORNED_BEEF
2530,"Irska šunka u pivu (Beer-Cured Ham)",irska-sunka-u-pivu-beer-cured-ham,publish,https://drycured.com/recepti-baza/irska-sunka-u-pivu-beer-cured-ham/,,,MD-IRSKA_SUNKA_U_PIVU_BEER_CURED_HAM
2531,"Slátur (Islandska krvavica)",slatur-islandska-krvavica,private,https://drycured.com/?post_type=dry_recipe&p=2531,,,MD-SLATUR_ISLANDSKA_KRVAVICA
2532,"Svið (Dimljena janjeća glava)",svid-dimljena-janjeca-glava,draft,https://drycured.com/?post_type=dry_recipe&p=2532,,,ISL-SVI-DIMLJENA-JANJECA-GLAVA
2533,"Bjúgu (Islandska dimljena kobasica)",bjugu-islandska-dimljena-kobasica,publish,https://drycured.com/recepti-baza/bjugu-islandska-dimljena-kobasica/,,,MD-BJUGU_ISLANDSKA_DIMLJENA_KOBASICA
2534,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",torfaerdur-lambahryggur-zakopana-janjeca-leda,draft,https://drycured.com/?post_type=dry_recipe&p=2534,,,ISL-TORFRUR-LAMBAHRYGGUR-ZAKOPANA-
2539,"Sviðasulta (Želatinizirano janjeće meso s glave)",svidasulta-zelatinizirano-janjece-meso-s-glave,draft,https://drycured.com/?post_type=dry_recipe&p=2539,,,ISL-SVIASULTA-ZELATINIZIRANO-JANJE
2540,"Hrútspungar (Prešana janjeća muda)",hrutspungar-presana-janjeca-muda,publish,https://drycured.com/recepti-baza/hrutspungar-presana-janjeca-muda/,,,MD-HRUTSPUNGAR_PRESANA_JANJECA_MUDA
2543,"Lundabaggar (Dimljena prskalina od janjetine)",lundabaggar-dimljena-prskalina-od-janjetine,publish,https://drycured.com/recepti-baza/lundabaggar-dimljena-prskalina-od-janjetine/,,,MD-LUNDABAGGAR_DIMLJENA_PRSKALINA_OD_JANJETINE
2544,"Moldavska Cârnaţi de Oaie (Kobasica od Ovčetine)",moldavska-carnati-de-oaie-kobasica-od-ovcetine,publish,https://drycured.com/recepti-baza/moldavska-carnati-de-oaie-kobasica-od-ovcetine/,,,MD-MOLDAVSKA_CARNA_I_DE_OAIE_KOBASICA_OD_OVCETINE
2545,"Estonska Suitsusink (Dimljena Šunka)",estonska-suitsusink-dimljena-sunka,publish,https://drycured.com/recepti-baza/estonska-suitsusink-dimljena-sunka/,,,MD-ESTONSKA_SUITSUSINK_DIMLJENA_SUNKA
2546,"Sudžuk (Sudžuk Kosovar)",sudzuk-sudzuk-kosovar,publish,https://drycured.com/recepti-baza/sudzuk-sudzuk-kosovar/,,,MD-SUDZUK_SUDZUK_KOSOVAR
2547,"Pršuta e Kosovës (Kosovska pršuta)",prsuta-e-kosoves-kosovska-prsuta,draft,https://drycured.com/?post_type=dry_recipe&p=2547,,,KOS-PRSUTA-E-KOSOVES-KOSOVSKA
2548,"Llokum Kosove (Kosovski delikates)",llokum-kosove-kosovski-delikates,draft,https://drycured.com/?post_type=dry_recipe&p=2548,,,KOS-LLOKUM-KOSOVE-KOSOVSKI-DELIKAT
2549,"Suxhuk me Spec (Sudžuk s paprikom)",suxhuk-me-spec-sudzuk-s-paprikom,publish,https://drycured.com/recepti-baza/suxhuk-me-spec-sudzuk-s-paprikom/,,,MD-SUXHUK_ME_SPEC_SUDZUK_S_PAPRIKOM
2550,"Gospićki Vjetromet (Specifični mesni naresak)",gospicki-vjetromet-specificni-mesni-naresak,private,https://drycured.com/?post_type=dry_recipe&p=2550,,,MD-GOSPICKI_VJETROMET_SPECIFICNI_MESNI_NARESAK
2551,"Senj Začinski Vrat (Specifični nasoljavani vrat)",senj-zacinski-vrat-specificni-nasoljavani-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2551,,,MD-SENJ_ZACINSKI_VRAT_SPECIFICNI_NASOLJAVANI_VRAT
2552,"Otočac Začinski Vrat s Planine (Mountainski naresak)",otocac-zacinski-vrat-s-planine-mountainski-naresak,publish,https://drycured.com/recepti-baza/otocac-zacinski-vrat-s-planine-mountainski-naresak/,,,MD-OTOCAC_ZACINSKI_VRAT_S_PLANINE_MOUNTAINSKI_NARESAK
2553,"Skilandis (litavska dimljena kobasica)",skilandis-litavska-dimljena-kobasica,publish,https://drycured.com/recepti-baza/skilandis-litavska-dimljena-kobasica/,,,MD-SKILANDIS_LITAVSKA_DIMLJENA_KOBASICA
