post_id,title,slug,status,url,recipe_id,hr_score,type_guess,priority,needs_work_score,has_sections,has_verified_process,has_full_markdown,has_image,source_status,country_hits,region_hits,product_hits,dossier_hints
2980,"Baranjska salama",hr-sl-009-baranjska-salama,private,https://drycured.com/?post_type=dry_recipe&p=2980,HR-SL-009,43,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonski; baranja; srijem","slavonski kulen; kulen; slanina",
2990,"Slavonski lovački kulen (divljač + svinjetina)",hr-sl-021-slavonski-lovacki-kulen-divljac-svinjetina,private,https://drycured.com/?post_type=dry_recipe&p=2990,HR-SL-021,43,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; srijem","slavonski kulen; kulen; slanina",
2991,"Konjska salama Ploštine (talijanska manjina, Pakrac)",hr-sl-022-konjska-salama-plostine-talijanska-manjina-pakrac,private,https://drycured.com/?post_type=dry_recipe&p=2991,HR-SL-022,43,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; srijem","slavonski kulen; kulen; slanina",
2984,"Suha plećka slavonska",hr-sl-015-suha-plecka-slavonska,private,https://drycured.com/?post_type=dry_recipe&p=2984,HR-SL-015,42,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen",
2985,"Suha rebra slavonska",hr-sl-016-suha-rebra-slavonska,private,https://drycured.com/?post_type=dry_recipe&p=2985,HR-SL-016,42,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen",
2993,"Slavonski suhi vrat (ovratina)",hr-sl-027-slavonski-suhi-vrat-ovratina,private,https://drycured.com/?post_type=dry_recipe&p=2993,HR-SL-027,42,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen",
2999,"Slavonska šunka od crne slavonske svinje",hr-sl-033-slavonska-sunka-od-crne-slavonske-svinje,private,https://drycured.com/?post_type=dry_recipe&p=2999,HR-SL-033,42,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; kulen",
2992,"Slavonski dimljeni svinjski vrat",hr-sl-024-slavonski-dimljeni-svinjski-vrat,private,https://drycured.com/?post_type=dry_recipe&p=2992,HR-SL-024,39,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonija; slavonski; srijem","slavonski kulen; kulen",
2994,"Baranjska šunka",hr-sl-028-baranjska-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2994,HR-SL-028,39,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonski; baranja; srijem","slavonski kulen; kulen",
2989,"Vinkovačka šunka — suho soljena varijanta",hr-sl-020-vinkovacka-sunka-suho-soljena-varijanta,private,https://drycured.com/?post_type=dry_recipe&p=2989,HR-SL-020,36,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonski; srijem","slavonski kulen; kulen",
2995,"Đakovačka šunka",hr-sl-029-dakovacka-sunka,private,https://drycured.com/?post_type=dry_recipe&p=2995,HR-SL-029,36,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hr-","slavonski; srijem","slavonski kulen; kulen",
3023,"Bonus: Pfefferbeis s prženim krumpirom i umkom od kiselog vrhnja",bonus-pfefferbeis-s-przenim-krumpirom-i-umkom-od-kiselog-vrhnja,private,https://drycured.com/?post_type=dry_recipe&p=3023,MD-BONUS_PFEFFERBEIS_S_PRZENIM_KRUMPIROM_I_UMKOM_OD_KISELOG_VRHNJA,14,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,"hrvatska; hrvatski",,slanina,
3022,"Westfälischer Schinken s krumpirom u ljusci i hrenom",westfalischer-schinken-s-krumpirom-u-ljusci-i-hrenom,private,https://drycured.com/?post_type=dry_recipe&p=3022,MD-WESTFALISCHER_SCHINKEN_S_KRUMPIROM_U_LJUSCI_I_HRENOM,8,FISH_OR_SEAFOOD,PRIVATE_REVIEW,6,yes,no,yes,no,,hrvatska,lika,,
3077,"Tête pressée – prešana svinjska glava / prezvuršt",tete-pressee-prezvurst-2,private,https://drycured.com/?post_type=dry_recipe&p=3077,MD-TETE_PRESSEE_PREZVURST,7,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,,lika,tlačenica,
3048,"Tsigarides – grčki čvarci / mesni pripravak",tsigarides,private,https://drycured.com/?post_type=dry_recipe&p=3048,MD-TSIGARIDES,6,THERMAL_PROCESSED,PRIVATE_REVIEW,6,yes,no,yes,no,,,"istra; lika",,
3532,"PREVIEW GRANULACIJA — Kulenova seka",preview-granulation-kulenova-seka-src-2973,private,https://drycured.com/?post_type=dry_recipe&p=3532,HR-SL-002,53,THERMAL_PROCESSED,PRIVATE_REVIEW,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; baranja; srijem","slavonski kulen; kulenova seka; kulen; slanina",
2186,"Slavonski kulen / Slavonski kulin — ZOZP",hr-slv-kul-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2186,HR-SLV-KUL-ZOZP-001,28,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,slavonski,"slavonski kulen; kulen",
2189,"Slavonska sušena slanina / Slavonski špek",hr-slv-sla-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2189,HR-SLV-SLA-TRAD-001,27,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,"slavonski; slavonska",slanina,
2228,"Domaća slanina / panceta",hr-cjp-pan-001,draft,https://drycured.com/?post_type=dry_recipe&p=2228,HR-CJP-PAN-001,25,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,"panceta; slanina",
1975,"Istarska kobasica",istarska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=1975,HR-IST-KOB-VODIC-001,24,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,istarska,"istarska kobasica",
2187,"Slavonska kobasica — ZOZP",hr-slv-kob-zozp-001,draft,https://drycured.com/?post_type=dry_recipe&p=2187,HR-SLV-KOB-ZOZP-001,24,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,slavonska,"slavonska kobasica",
2230,"Suhi kare / pečenica",hr-cjp-kar-001,draft,https://drycured.com/?post_type=dry_recipe&p=2230,HR-CJP-KAR-001,21,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,pečenica,
2188,"Slavonska cajna kobasica — tradicijska",hr-slv-caj-trad-001,draft,https://drycured.com/?post_type=dry_recipe&p=2188,HR-SLV-CAJ-TRAD-001,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,slavonska,,
2250,"Sinjske Kobasice",hr-rec-016,draft,https://drycured.com/?post_type=dry_recipe&p=2250,HR-REC-016,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,sinj,,
2260,"Srijemske Kobasice",hr-rec-026,draft,https://drycured.com/?post_type=dry_recipe&p=2260,HR-REC-026,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,srijem,,
2275,"Sinjski Sudžuk",hr-rec-041,draft,https://drycured.com/?post_type=dry_recipe&p=2275,HR-REC-041,20,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,sinj,,
2278,"Samoborske Češnjovke",hr-rec-044,draft,https://drycured.com/?post_type=dry_recipe&p=2278,HR-REC-044,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,samobor,,
2288,"Zagrebačke Krvavice",hr-rec-054,draft,https://drycured.com/?post_type=dry_recipe&p=2288,HR-REC-054,20,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,zagreb,,
1976,"Primorska kobasica",primorska-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=1976,HR-PRI-KOB-PRIMORSKA-001,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
1977,"Creski udić — pršut od ovce",creski-udic-prsut-od-ovce,draft,https://drycured.com/?post_type=dry_recipe&p=1977,HR-CRES-UDIC-001,17,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
1978,"Creska janjeća roštilj kobasica",creska-janjeca-rostilj-kobasica,draft,https://drycured.com/?post_type=dry_recipe&p=1978,HR-CRES-JANJECA-ROSTILJ-001,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
1996,"Tradicionalni suhomesnati proizvodi Slavonije",tradicionalni-suhomesnati-proizvodi-slavonije,draft,https://drycured.com/?post_type=dry_recipe&p=1996,HR-TRADICIONALNI_SUHOMESNATI_PROIZVODI_SLAVON-0021,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
1997,"Etnografska studija kulinarskog naslijeđa",etnografska-studija-kulinarskog-naslijeda,draft,https://drycured.com/?post_type=dry_recipe&p=1997,HR-ETNOGRAFSKA_STUDIJA_KULINARSKOG_NASLIJE_A-0022,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
1998,"Tradicionalni suhomesnati proizvodi",tradicionalni-suhomesnati-proizvodi,draft,https://drycured.com/?post_type=dry_recipe&p=1998,HR-TRADICIONALNI_SUHOMESNATI_PROIZVODI-0023,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2224,"Domaći pršut",hr-cjp-prs-001,draft,https://drycured.com/?post_type=dry_recipe&p=2224,HR-CJP-PRS-001,17,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2225,"Suha šunka",hr-cjp-sun-001,draft,https://drycured.com/?post_type=dry_recipe&p=2225,HR-CJP-SUN-001,17,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2226,"Suha lopatica / plećka",hr-cjp-ple-001,draft,https://drycured.com/?post_type=dry_recipe&p=2226,HR-CJP-PLE-001,17,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2227,"Svinjska rolanka",hr-cjp-rol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2227,HR-CJP-ROL-001,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2229,"Suha vratina",hr-cjp-vra-001,draft,https://drycured.com/?post_type=dry_recipe&p=2229,HR-CJP-VRA-001,17,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2231,"Suha rebra",hr-cjp-reb-001,draft,https://drycured.com/?post_type=dry_recipe&p=2231,HR-CJP-REB-001,17,WHOLE_CUT,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2232,"Suhe koljenice",hr-cjp-kol-001,draft,https://drycured.com/?post_type=dry_recipe&p=2232,HR-CJP-KOL-001,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2233,"Suhe nogice i rep",hr-cjp-nor-001,draft,https://drycured.com/?post_type=dry_recipe&p=2233,HR-CJP-NOR-001,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2235,"Domaće Svinjske Kobasice",hr-rec-001,draft,https://drycured.com/?post_type=dry_recipe&p=2235,HR-REC-001,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2236,"Domaće Slaninske Kobasice",hr-rec-002,draft,https://drycured.com/?post_type=dry_recipe&p=2236,HR-REC-002,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2237,"Slavonske Kobasice",hr-rec-003,draft,https://drycured.com/?post_type=dry_recipe&p=2237,HR-REC-003,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2238,"Velikogoričke Kobasice",hr-rec-004,draft,https://drycured.com/?post_type=dry_recipe&p=2238,HR-REC-004,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2239,"Kranjske Kobasice",hr-rec-005,draft,https://drycured.com/?post_type=dry_recipe&p=2239,HR-REC-005,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2240,"Ratarske Kobasice",hr-rec-006,draft,https://drycured.com/?post_type=dry_recipe&p=2240,HR-REC-006,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2241,"Turopoljske Kobasice",hr-rec-007,draft,https://drycured.com/?post_type=dry_recipe&p=2241,HR-REC-007,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2242,"Prokupljanske Kobasice",hr-rec-008,draft,https://drycured.com/?post_type=dry_recipe&p=2242,HR-REC-008,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2243,"Vinogradarske Kobasice",hr-rec-009,draft,https://drycured.com/?post_type=dry_recipe&p=2243,HR-REC-009,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2244,"Šestinske Kobasice",hr-rec-010,draft,https://drycured.com/?post_type=dry_recipe&p=2244,HR-REC-010,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2245,"Gračanske Kobasice",hr-rec-011,draft,https://drycured.com/?post_type=dry_recipe&p=2245,HR-REC-011,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2246,"Horgoške Kobasice",hr-rec-012,draft,https://drycured.com/?post_type=dry_recipe&p=2246,HR-REC-012,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2247,"Uskrsne Kobasice",hr-rec-013,draft,https://drycured.com/?post_type=dry_recipe&p=2247,HR-REC-013,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2248,"Kukuruzne Kobasice",hr-rec-014,draft,https://drycured.com/?post_type=dry_recipe&p=2248,HR-REC-014,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2249,"Primorske Kobasice",hr-rec-015,draft,https://drycured.com/?post_type=dry_recipe&p=2249,HR-REC-015,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2251,"Podravske Kobasice",hr-rec-017,draft,https://drycured.com/?post_type=dry_recipe&p=2251,HR-REC-017,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2252,"Proljetne Kobasice",hr-rec-018,draft,https://drycured.com/?post_type=dry_recipe&p=2252,HR-REC-018,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2253,"Ljetne Kobasice",hr-rec-019,draft,https://drycured.com/?post_type=dry_recipe&p=2253,HR-REC-019,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2254,"Đakovačke Kobasice",hr-rec-020,draft,https://drycured.com/?post_type=dry_recipe&p=2254,HR-REC-020,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2255,"Ličke Kobasice",hr-rec-021,draft,https://drycured.com/?post_type=dry_recipe&p=2255,HR-REC-021,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2256,"Istarske Kobasice",hr-rec-022,draft,https://drycured.com/?post_type=dry_recipe&p=2256,HR-REC-022,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2257,"Pokupske Kobasice",hr-rec-023,draft,https://drycured.com/?post_type=dry_recipe&p=2257,HR-REC-023,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2258,"Ljute Kobasice",hr-rec-024,draft,https://drycured.com/?post_type=dry_recipe&p=2258,HR-REC-024,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2259,"Salaške Kobasice",hr-rec-025,draft,https://drycured.com/?post_type=dry_recipe&p=2259,HR-REC-025,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2261,"Slatinske Kobasice",hr-rec-027,draft,https://drycured.com/?post_type=dry_recipe&p=2261,HR-REC-027,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2262,"Kolinjske Kobasice",hr-rec-028,draft,https://drycured.com/?post_type=dry_recipe&p=2262,HR-REC-028,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2263,"Velebitske Kobasice",hr-rec-029,draft,https://drycured.com/?post_type=dry_recipe&p=2263,HR-REC-029,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2264,"Pučke Kobasice",hr-rec-030,draft,https://drycured.com/?post_type=dry_recipe&p=2264,HR-REC-030,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2265,"Domaće Kratke Kobasice",hr-rec-031,draft,https://drycured.com/?post_type=dry_recipe&p=2265,HR-REC-031,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2266,"Zagorske Kobasice",hr-rec-032,draft,https://drycured.com/?post_type=dry_recipe&p=2266,HR-REC-032,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2267,"Roštilj Kobasice",hr-rec-033,draft,https://drycured.com/?post_type=dry_recipe&p=2267,HR-REC-033,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2268,"Seljačke Kobasice",hr-rec-034,draft,https://drycured.com/?post_type=dry_recipe&p=2268,HR-REC-034,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2269,"Starogradske Kobasice",hr-rec-035,draft,https://drycured.com/?post_type=dry_recipe&p=2269,HR-REC-035,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2270,"Začinske Kobasice",hr-rec-036,draft,https://drycured.com/?post_type=dry_recipe&p=2270,HR-REC-036,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2271,"Pivske Kobasice",hr-rec-037,draft,https://drycured.com/?post_type=dry_recipe&p=2271,HR-REC-037,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2272,"Gurmanske Kobasice",hr-rec-038,draft,https://drycured.com/?post_type=dry_recipe&p=2272,HR-REC-038,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2273,"Domaći Kulin",hr-rec-039,draft,https://drycured.com/?post_type=dry_recipe&p=2273,HR-REC-039,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2274,"Kulinova Seka",hr-rec-040,draft,https://drycured.com/?post_type=dry_recipe&p=2274,HR-REC-040,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2276,"Domaća Salama",hr-rec-042,draft,https://drycured.com/?post_type=dry_recipe&p=2276,HR-REC-042,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2277,"Baranjska Salama",hr-rec-043,draft,https://drycured.com/?post_type=dry_recipe&p=2277,HR-REC-043,17,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2279,"Domaće Pečenice",hr-rec-045,draft,https://drycured.com/?post_type=dry_recipe&p=2279,HR-REC-045,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2280,"Goriške Pečenice",hr-rec-046,draft,https://drycured.com/?post_type=dry_recipe&p=2280,HR-REC-046,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2281,"Obiteljske Pečenice",hr-rec-047,draft,https://drycured.com/?post_type=dry_recipe&p=2281,HR-REC-047,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2282,"Seoske Pečenice",hr-rec-048,draft,https://drycured.com/?post_type=dry_recipe&p=2282,HR-REC-048,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2283,"Krepke Pečenice",hr-rec-049,draft,https://drycured.com/?post_type=dry_recipe&p=2283,HR-REC-049,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2284,"Dijetne Pečenice",hr-rec-050,draft,https://drycured.com/?post_type=dry_recipe&p=2284,HR-REC-050,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2285,"Alpske Pečenice",hr-rec-051,draft,https://drycured.com/?post_type=dry_recipe&p=2285,HR-REC-051,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2286,"Domaće Krvavice",hr-rec-052,draft,https://drycured.com/?post_type=dry_recipe&p=2286,HR-REC-052,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2287,"Zagorske Krvavice",hr-rec-053,draft,https://drycured.com/?post_type=dry_recipe&p=2287,HR-REC-053,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2289,"Domaće Bijele Krvavice",hr-rec-055,draft,https://drycured.com/?post_type=dry_recipe&p=2289,HR-REC-055,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2290,"Pikantne Krvavice",hr-rec-056,draft,https://drycured.com/?post_type=dry_recipe&p=2290,HR-REC-056,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2291,"Dijetne Krvavice",hr-rec-057,draft,https://drycured.com/?post_type=dry_recipe&p=2291,HR-REC-057,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2292,"Međimurske Crne Čurke",hr-rec-058,draft,https://drycured.com/?post_type=dry_recipe&p=2292,HR-REC-058,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2293,"Turopoljske Devenice",hr-rec-059,draft,https://drycured.com/?post_type=dry_recipe&p=2293,HR-REC-059,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2294,"Domaće Tlačenice",hr-rec-060,draft,https://drycured.com/?post_type=dry_recipe&p=2294,HR-REC-060,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2295,"Domaće Jetrenjače",hr-rec-061,draft,https://drycured.com/?post_type=dry_recipe&p=2295,HR-REC-061,17,NEEDS_CLASSIFICATION,DRAFT_REVIEW,11,no,no,no,no,,hr-,,,
2859,"IstARSKA KOBASICA",istarska-kobasica-2,draft,https://drycured.com/?post_type=dry_recipe&p=2859,DRY--5423F8C7,7,GROUND_MEAT_OR_CASING,DRAFT_REVIEW,11,no,no,no,no,,,istarska,"istarska kobasica",
2981,"Slavonska kobasica (ZOI EU 2023)",hr-sl-010-slavonska-kobasica-zoi-eu-2023,publish,https://drycured.com/recepti-baza/hr-sl-010-slavonska-kobasica-zoi-eu-2023/,HR-SL-010,55,THERMAL_PROCESSED,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,"hrvatska; hrvatsko; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; slavonska kobasica; kulen; slanina",
2972,"Slavonski kulen (PDO EU)",hr-sl-001-slavonski-kulen-pdo-eu,publish,https://drycured.com/recepti-baza/hr-sl-001-slavonski-kulen-pdo-eu/,HR-SL-001,54,THERMAL_PROCESSED,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,"hrvatska; hrvatski; hr-","slavonija; slavonski; slavonska; baranja; srijem","slavonski kulen; kulen; slanina",
2976,"Slavonska domaća kobasica",hr-sl-005-slavonska-domaca-kobasica,publish,https://drycured.com/recepti-baza/hr-sl-005-slavonska-domaca-kobasica/,HR-SL-005,54,THERMAL_PROCESSED,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonski kulen; slavonska kobasica; kulen; domaća kobasica; slanina",
3524,"PREVIEW CANON — Slavonska domaća kobasica",preview-canon-preview-canon-slavonska-kobasica-src-2976,private,https://drycured.com/?post_type=dry_recipe&p=3524,HR-SL-005,46,THERMAL_PROCESSED,REFERENCE_OR_ALREADY_STRUCTURED,3,yes,yes,yes,no,,"hrvatska; hr-","slavonija; slavonski; slavonska; srijem","slavonska kobasica; domaća kobasica; slanina",
